Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved LH,Rank TPM
NMAR_RS02210,Nmar_0412,D-glycerate dehydrogenase,-0.69,0.162862312,2.710954016,5.426826715,1.3,2.299548413,76G-FAM000168_0,Thaumi_prot_LH_FAM000194,Y,N,NV+NF+NM,NV+NF+NM,1764
NMAR_RS00980,Nmar_0189,ATP-binding protein,-0.69,0.00089605,6.852665341,14.60207723,2.64,3.858545291,76G-FAM008884,Thaumi_prot_LH_FAM001844,N,Y,NM,NM,1471
NMAR_RS06520,Nmar_1212,DNA repair exonuclease,-0.69,0.602454714,0.299592425,0.767978039,-2.31,-0.836418664,76G-FAM002377,Thaumi_prot_LH_FAM000522,N,N,NM,NM,1950
NMAR_RS03990,Nmar_0747,sugar isomerase,-0.7,0.064618955,4.755097117,9.053007812,1.99,3.163604179,76G-FAM004880,Thaumi_prot_LH_FAM000497,N,N,NV+NM,NV+NM,1600
NMAR_RS00890,Nmar_0173,SDR family oxidoreductase,-0.7,0.01217564,5.720368296,14.4561236,2.44,3.843139623,76G-FAM008184,Thaumi_prot_LH_FAM001139,N,Y,NM,NM,1545
NMAR_RS01815,Nmar_0341,cysteine desulfurase family protein,-0.7,0.022180003,5.75731813,12.38470431,2.41,3.606091836,76G-FAM001939,Thaumi_prot_LH_FAM000406,N,N,NV+NF+NM,NV+NF+NM,1543
NMAR_RS03150,Nmar_0589,DUF6659 family protein,-0.7,0.000470518,30.77298699,67.52486797,4.9,6.076947832,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,724
NMAR_RS02780,Nmar_0520,30S ribosomal protein S8e,-0.7,0.208728945,7.388086756,16.93963414,2.62,3.836736132,76G-FAM000276,Thaumi_prot_LH_FAM000775,Y,N,NV+NF+NM,NV+NF+NM,1441
NMAR_RS08920,Nmar_1669,hypothetical protein,-0.71,0.037067512,4.828293725,9.597949731,2.06,3.247501569,76G-FAM008949,Thaumi_prot_LH_FAM002141,N,Y,NV+NF+NM,NV+NF+NM,1594
NMAR_RS04515,Nmar_0845,hypothetical protein,-0.71,0.000597793,81.21604324,177.600674,6.23,7.443306138,76G-FAM007598,Thaumi_prot_LH_FAM000457,Y,Y,NV+NF+NM,NV+NF+NM,375
NMAR_RS05075,Nmar_0946,hypothetical protein,-0.71,0.018561492,64.7814449,153.9595217,5.97,7.198040616,76G-FAM008474,Thaumi_prot_LH_FAM000105,N,Y,NM,NM,449
NMAR_RS09000,Nmar_1682,YnfA family protein,-0.71,0.341008391,17.57133642,14.1724698,3,3.763347984,76G-FAM008531,Thaumi_prot_LH_FAM002144,N,Y,NF+NM,NF+NM,977
NMAR_RS09825,0,hypothetical protein,-0.71,4.13E-05,146.2135289,325.8978964,7.13,8.318853964,#N/A,Thaumi_prot_LH_FAM000034,#N/A,#N/A,NA,NV+NF+NM,240
NMAR_RS08965,Nmar_1676,PEFG-CTERM sorting domain-containing protein,-0.72,7.14E-06,9.630922704,21.86630937,3.23,4.447846494,76G-FAM008131,Thaumi_prot_LH_FAM001006,N,Y,NV+NM,NV+NM,1321
NMAR_RS01045,Nmar_0201,radical SAM protein,-0.72,0.00086361,6.297789482,13.96489303,2.64,3.795630004,76G-FAM007517,Thaumi_prot_LH_FAM000011,N,Y,NV+NF+NM,NV+NF+NM,1508
NMAR_RS03400,Nmar_0635,NAD(P)-dependent oxidoreductase,-0.72,0.071682505,3.142693485,6.216235419,1.56,2.628505862,76G-FAM000515,Thaumi_prot_LH_FAM000135,N,N,NV+NF+NM,NV+NF+NM,1729
NMAR_RS00960,Nmar_0186,COX15/CtaA family protein,-0.72,0.000261122,55.72902159,125.1336018,5.75,6.95535704,76G-FAM001553,Thaumi_prot_LH_FAM001148,Y,N,NV+NF+NM,NV+NF+NM,498
NMAR_RS04780,0,hypothetical protein,-0.72,0.509746691,2.96477207,4.418874525,#NUM!,2.115743202,#N/A,Thaumi_prot_LH_FAM001984,#N/A,#N/A,NA,NM,1746
NMAR_RS06345,0,hypothetical protein,-0.72,0.016658203,25.89224861,63.07140376,4.63,5.95683971,#N/A,Thaumi_prot_LH_FAM001722,#N/A,#N/A,NA,NM,792
NMAR_RS01505,Nmar_0284,NADH-quinone oxidoreductase subunit M,-0.72,5.39E-05,79.72046281,187.2614556,6.28,7.5469587,76G-FAM000051_0,Thaumi_prot_LH_FAM000935,Y,N,NV+NF+NM,NV+NF+NM,378
NMAR_RS05070,Nmar_0945,hypothetical protein,-0.72,0.431041767,2.064396702,3.945497091,0.62,#NUM!,76G-FAM008655,Thaumi_prot_LH_FAM002006,N,Y,NM,NM,1815
NMAR_RS08725,Nmar_1632,topoisomerase DNA-binding C4 zinc finger domain-containing protein,-0.72,9.53E-07,44.5772045,98.48987456,5.44,6.609988758,76G-FAM008129,Thaumi_prot_LH_FAM000998,N,Y,NM,NM,573
NMAR_RS09190,Nmar_1719,4-phosphopantoate--beta-alanine ligase,-0.72,0.10642862,4.653459983,10.3017554,1.98,3.32877446,76G-FAM001779,Thaumi_prot_LH_FAM000834,N,N,NV+NF+NM,NV+NF+NM,1607
NMAR_RS04535,Nmar_0849,hypothetical protein,-0.72,0.105418573,5.020737144,10.55194495,2.27,3.368886826,76G-FAM008355,Thaumi_prot_LH_FAM000453,N,Y,NV+NM,NV+NM,1581
NMAR_RS09265,Nmar_1734,CopD family protein,-0.72,0.054976869,4.543237857,10.45785296,2.17,3.343103617,76G-FAM008064,Thaumi_prot_LH_FAM000860,N,Y,NV+NF+NM,NV+NF+NM,1615
NMAR_RS00095,0,hypothetical protein,-0.73,0.477709859,2.204383365,4.569262856,#NUM!,2.17986746,#N/A,Thaumi_prot_LH_FAM000186_0,#N/A,#N/A,NA,NV+NF+NM,1807
NMAR_RS03505,Nmar_0655,DsbA family protein,-0.73,0.000376193,34.22515901,81.71752694,5.04,6.335649485,76G-FAM004903_0,Thaumi_prot_LH_FAM000133_0,N,N,NV+NF+NM,NV+NF+NM,684
NMAR_RS04085,Nmar_0764,potassium transporter TrkG,-0.74,7.45E-06,18.36074628,41.6852735,4.11,5.376884122,76G-FAM008337,Thaumi_prot_LH_FAM000493,N,Y,NF+NM,NF+NM,954
NMAR_RS03235,Nmar_0604,hypothetical protein,-0.74,0.001115038,17.37098991,39.8802742,4.03,5.287376596,76G-FAM028439,Thaumi_prot_LH_FAM006556,N,Y,NM,NM,986
NMAR_RS05420,Nmar_1012,universal stress protein,-0.74,0.000190528,29.96841002,69.03058118,4.83,6.096932739,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_1,N,N,NV+NF+NM,NV+NF+NM,739
NMAR_RS02825,Nmar_0528,hypothetical protein,-0.74,0.06836481,8.54866007,21.38026385,2.96,4.403825859,76G-FAM007899,Thaumi_prot_LH_FAM000626,N,Y,NV+NM,NV+NM,1374
NMAR_RS01930,Nmar_0362,hypothetical protein,-0.74,0.558052855,2.877557268,3.415389489,1.41,1.395721875,76G-FAM008438,Thaumi_prot_LH_FAM001863,N,Y,NM,NM,1753
NMAR_RS02785,Nmar_0521,SMC-Scp complex subunit ScpB,-0.75,0.000569261,25.27666007,60.52348228,4.56,5.870162104,76G-FAM000275,Thaumi_prot_LH_FAM000774,Y,N,NV+NF+NM,NV+NF+NM,806
NMAR_RS05125,Nmar_0956,hypothetical protein,-0.75,0.067749719,6.633369908,13.19703223,2.48,3.70543596,76G-FAM008391,Thaumi_prot_LH_FAM000319,N,Y,NM,NM,1486
NMAR_RS08760,Nmar_1639,FxLYD domain-containing protein,-0.75,0.045411491,2.974577476,6.385904022,1.4,2.672981592,76G-FAM028502,Thaumi_prot_LH_FAM006628,N,Y,NM,NM,1745
NMAR_RS00625,Nmar_0120,glycosyltransferase family 4 protein,-0.75,0.014074758,4.357781582,10.64426257,2.08,3.370833288,76G-FAM008870,Thaumi_prot_LH_FAM001822,N,Y,NM,NM,1626
NMAR_RS08435,Nmar_1575,DUF2024 family protein,-0.75,0.129708628,4.468994928,7.520289336,2.09,2.700799728,76G-FAM007422,Thaumi_prot_LH_FAM000535,Y,Y,NV+NF+NM,NV+NF+NM,1620
NMAR_RS04210,Nmar_0788,hypothetical protein,-0.76,0.048341724,5442.007805,14128.94653,12.4,13.78468684,76G-FAM003398,Thaumi_prot_LH_FAM001390,N,N,NM,NM,20
NMAR_RS08805,0,hypothetical protein,-0.76,0.021146183,13.03473294,35.60601742,3.64,5.106948764,#N/A,Thaumi_prot_LH_FAM001005,#N/A,#N/A,NA,NM,1160
NMAR_RS09485,Nmar_1776,ribonuclease Z,-0.77,0.232549897,1.488109213,3.114322422,0.42,1.44387093,76G-FAM000040,Thaumi_prot_LH_FAM001061,Y,N,NV+NF+NM,NV+NF+NM,1870
NMAR_RS05105,Nmar_0952,helix-turn-helix domain-containing protein,-0.77,0.004321991,21.07438115,47.13988902,4.25,5.527119852,76G-FAM002194,Thaumi_prot_LH_FAM000315,N,N,NV+NF+NM,NV+NF+NM,879
NMAR_RS03980,Nmar_0745,hypothetical protein,-0.77,0.034866948,6.557574391,17.23178675,2.69,4.080952113,76G-FAM008324,Thaumi_prot_LH_FAM001567,N,Y,NM,NM,1491
NMAR_RS02575,Nmar_0480,hypothetical protein,-0.77,0.713089158,1.176610457,0.448148226,#NUM!,#NUM!,76G-FAM008893,Thaumi_prot_LH_FAM006550,N,Y,NM,NM,1898
NMAR_RS06775,Nmar_1263,50S ribosomal protein L31e,-0.77,5.29E-05,42.86401121,102.4665261,5.34,6.653071735,76G-FAM000023,Thaumi_prot_LH_FAM000513,N,N,NV+NF+NM,NV+NF+NM,587
NMAR_RS04395,0,hypothetical protein,-0.78,0.147564051,11.38593601,27.43183434,3.12,4.723311891,#N/A,Thaumi_prot_LH_FAM001959,#N/A,#N/A,NA,NM,1231
NMAR_RS00075,Nmar_0014,hypothetical protein,-0.78,0.100383773,13.28679789,33.06454286,3.68,4.91575481,76G-FAM004520_0,Thaumi_prot_LH_FAM000922,N,N,NV+NF+NM,NV+NF+NM,1144
NMAR_RS09210,Nmar_1723,hypothetical protein,-0.78,0.186255215,3.028756617,9.302636415,1.44,3.153066123,76G-FAM008143,Thaumi_prot_LH_FAM002149,N,Y,NM,NM,1739
NMAR_RS04050,Nmar_0758,hypothetical protein,-0.78,0.396854054,3.287973297,7.914562541,1.39,2.847466385,76G-FAM008333,Thaumi_prot_LH_FAM001947,N,Y,NM,NM,1715
NMAR_RS01015,Nmar_0195,hypothetical protein,-0.78,0.001460242,118.7623864,287.5770901,6.76,8.133167216,76G-FAM008205,Thaumi_prot_LH_FAM001134,N,Y,NM,NM,285
NMAR_RS00090,Nmar_0017,hypothetical protein,-0.78,0.017202731,8.221770732,17.41312196,2.97,4.112451585,76G-FAM008164,Thaumi_prot_LH_FAM001816,N,Y,NM,NM,1395
NMAR_RS00735,Nmar_0142,cyclase family protein,-0.78,0.124961085,2.551444572,5.957507176,1.07,2.554925211,76G-FAM004316,Thaumi_prot_LH_FAM000170,N,N,NV+NF+NM,NV+NF+NM,1777
NMAR_RS06920,Nmar_1292,HTH-type transcriptional regulator LysM,-0.79,0.014670112,11.00067141,29.861473,3.43,4.847736856,76G-FAM000103_0,Thaumi_prot_LH_FAM000222,Y,N,NV+NF+NM,NV+NF+NM,1257
NMAR_RS09970,Nmar_1413,DUF5679 domain-containing protein,-0.79,6.66E-09,852.1246909,2100.808547,9.69,11.01788395,76G-FAM002530,#N/A,N,N,NM,NA,54
NMAR_RS02415,Nmar_0452,response regulator,-0.79,0.006303016,18.72247522,41.74416275,4.06,5.352042445,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,NV+NF+NM,NV+NF+NM,939
NMAR_RS01945,0,hypothetical protein,-0.79,0.295251476,3.225686234,8.174295098,1.38,2.894557184,#N/A,Thaumi_prot_LH_FAM001867,#N/A,#N/A,NA,NM,1722
NMAR_RS01430,Nmar_0269,hypothetical protein,-0.8,0.009339044,5.569467592,14.371691,2.4,3.83390054,76G-FAM007551,Thaumi_prot_LH_FAM000918,N,Y,NV+NF+NM,NV+NF+NM,1552
NMAR_RS03935,Nmar_0735,hypothetical protein,-0.8,0.021591143,3.739076112,7.458121062,1.71,2.828353578,76G-FAM007458,Thaumi_prot_LH_FAM001018,N,Y,NF+NM,NF+NM,1671
NMAR_RS03810,Nmar_0710,Lrp/AsnC ligand binding domain-containing protein,-0.8,0.021823055,15.62177344,39.24034295,3.93,5.207992613,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,NV+NF+NM,NV+NF+NM,1047
NMAR_RS05035,Nmar_0939,DUF2203 domain-containing protein,-0.8,0.016658203,10.92321084,28.76240049,3.43,4.823266241,76G-FAM002618,Thaumi_prot_LH_FAM000634,Y,N,NV+NF+NM,NV+NF+NM,1261
NMAR_RS00805,Nmar_0156,sulfatase-like hydrolase/transferase,-0.81,0.052007215,1.827910067,4.627217646,0.83,2.133782173,76G-FAM008880,Thaumi_prot_LH_FAM001838,N,Y,NM,NM,1838
NMAR_RS00875,Nmar_0170,Gfo/Idh/MocA family oxidoreductase,-0.81,0.479469185,0.785409561,2.372145867,#NUM!,1.13389007,76G-FAM028429,Thaumi_prot_LH_FAM006543,N,Y,NM,NM,1923
NMAR_RS06410,Nmar_1192,hypothetical protein,-0.81,0.194062414,6.814945412,13.0662842,2.29,3.630337673,76G-FAM008296,Thaumi_prot_LH_FAM000337,N,Y,NV+NM,NV+NM,1476
NMAR_RS01810,Nmar_0340,ATP-dependent sacrificial sulfur transferase LarE,-0.81,0.002359843,6.54130535,15.94617062,2.68,3.945976711,76G-FAM000834,Thaumi_prot_LH_FAM000870,Y,N,NV+NF+NM,NV+NF+NM,1492
NMAR_RS06440,0,hypothetical protein,-0.81,0.472399433,2.372964937,5.266830852,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM001731,#N/A,#N/A,NA,NM,1797
NMAR_RS08205,Nmar_1531,KEOPS complex kinase/ATPase Bud32,-0.81,0.098074718,2.835163732,7.055971882,1.37,2.657532884,76G-FAM000778,Thaumi_prot_LH_FAM000910,Y,N,NV+NF+NM,NV+NF+NM,1756
NMAR_RS00645,Nmar_0124,glucose-1-phosphate thymidylyltransferase,-0.82,0.007803666,8.424307226,19.66567604,2.88,4.263899711,76G-FAM000149,Thaumi_prot_LH_FAM001826,N,N,NM,NM,1382
NMAR_RS01035,Nmar_0199,hypothetical protein,-0.82,0.356690501,3.753607894,11.34106895,1.52,3.183966029,76G-FAM008193,Thaumi_prot_LH_FAM001495,N,Y,NV+NM,NV+NM,1670
NMAR_RS04285,Nmar_0801,30S ribosomal protein S17,-0.82,0.004018347,45.31805313,112.1271855,5.41,6.735991347,76G-FAM000575,Thaumi_prot_LH_FAM000468,Y,N,NV+NF+NM,NV+NF+NM,567
NMAR_RS09685,0,hypothetical protein,-0.83,0.150678825,7.167469004,16.4933421,2.67,3.882886476,#N/A,Thaumi_prot_LH_FAM001923,#N/A,#N/A,NA,NV+NM,1454
NMAR_RS10000,0,hypothetical protein,-0.83,0.879665414,0,0.26802794,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,NA,1970
NMAR_RS09150,Nmar_1711,hypothetical protein,-0.83,0.132495661,12.59290652,30.34387824,3.45,4.730690633,76G-FAM008138,Thaumi_prot_LH_FAM002148,N,Y,NM,NM,1172
NMAR_RS09530,Nmar_1784,hypothetical protein,-0.83,0.008040947,12.05077878,27.24999914,3.55,4.758831362,76G-FAM008158,Thaumi_prot_LH_FAM001054,N,Y,NM,NM,1203
NMAR_RS09480,Nmar_1775,DNA methyltransferase,-0.83,0.125520311,1.409084257,3.703151302,0.48,1.81358545,76G-FAM007385,Thaumi_prot_LH_FAM001197,N,Y,NM,NM,1878
NMAR_RS08200,Nmar_1530,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,-0.83,0.420583484,0.518475452,1.276350188,#NUM!,0.101903892,76G-FAM000777,Thaumi_prot_LH_FAM000909,N,N,NV+NF+NM,NV+NF+NM,1940
NMAR_RS09995,0,hypothetical protein,-0.83,0.000258,44.62049826,110.6873902,5.38,6.771249912,#N/A,#N/A,#N/A,#N/A,NA,NA,572
NMAR_RS08210,Nmar_1532,hypothetical protein,-0.83,0.003791947,15.25377553,38.60001796,3.83,5.227266588,76G-FAM007797,Thaumi_prot_LH_FAM001255,Y,Y,NV+NF+NM,NV+NF+NM,1062
NMAR_RS01605,Nmar_0302,hypothetical protein,-0.83,5.62E-08,240.8053965,583.3938009,7.82,9.165549103,76G-FAM008205,Thaumi_prot_LH_FAM001134,N,Y,NM,NM,162
NMAR_RS07665,Nmar_1434,hypothetical protein,-0.83,0.095668602,3.738813742,9.002566033,1.63,3.131702791,76G-FAM008933,Thaumi_prot_LH_FAM002109,N,Y,NM,NM,1672
NMAR_RS03930,Nmar_0734,FAD-binding oxidoreductase,-0.84,0.330872091,0.401130086,1.580293508,#NUM!,0.323646665,76G-FAM008313,Thaumi_prot_LH_FAM001017,N,Y,NV+NF+NM,NV+NF+NM,1947
NMAR_RS08915,Nmar_1668,integrase repeat-containing protein,-0.84,0.007946407,7.039339232,15.69513266,2.7,3.908293502,76G-FAM008948,Thaumi_prot_LH_FAM002140,N,Y,NM,NM,1462
NMAR_RS05300,Nmar_0990,poly(R)-hydroxyalkanoic acid synthase subunit PhaE,-0.84,0.000830466,9.126677795,24.58554409,3.18,4.589922159,76G-FAM008397,Thaumi_prot_LH_FAM000722,N,Y,NM,NM,1349
NMAR_RS03140,Nmar_0587,P-II family nitrogen regulator,-0.84,1.12E-05,56.89258218,153.2113627,5.82,7.243916107,76G-FAM001710_0,Thaumi_prot_LH_FAM001030_0,N,N,NV+NF+NM,NV+NF+NM,492
NMAR_RS07515,Nmar_1403,hypothetical protein,-0.85,0.113394817,4.497952429,9.990356363,1.99,3.295894839,76G-FAM007579,Thaumi_prot_LH_FAM000429,Y,Y,NV+NF+NM,NV+NF+NM,1619
NMAR_RS00810,Nmar_0157,phosphocholine cytidylyltransferase family protein,-0.85,0.266503203,0.711833359,1.503000872,-0.53,0.554428476,76G-FAM008881,Thaumi_prot_LH_FAM001839,N,Y,NM,NM,1929
NMAR_RS03085,Nmar_0577,DNA repair protein,-0.85,0.147177727,2.442042865,6.048860462,0.93,2.568586521,76G-FAM008260,Thaumi_prot_LH_FAM001355,N,Y,NM,NM,1787
NMAR_RS00660,Nmar_0126,SGNH/GDSL hydrolase family protein,-0.85,0.013377792,3.638551518,7.400599007,1.73,2.86965246,76G-FAM028418,Thaumi_prot_LH_FAM006533,N,Y,NM,NM,1681
NMAR_RS06820,Nmar_1272,universal stress protein,-0.86,0.075203199,6.973817859,16.19006174,2.76,3.928255302,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_0,N,N,NV+NF+NM,NV+NF+NM,1465
NMAR_RS03885,Nmar_0724,hypothetical protein,-0.86,0.011310304,5.837343825,14.57120335,2.45,3.822294665,76G-FAM001759,Thaumi_prot_LH_FAM001496,N,N,NV+NM,NV+NM,1536
NMAR_RS05670,Nmar_1057,DNA-3-methyladenine glycosylase,-0.86,0.536901946,0.572573942,1.154899254,#NUM!,-0.062186401,76G-FAM000313,Thaumi_prot_LH_FAM000391,N,N,NV+NF+NM,NV+NF+NM,1935
NMAR_RS03675,Nmar_0686,arginine--tRNA ligase,-0.87,9.34E-07,6.233392529,13.91202651,2.57,3.794824016,76G-FAM000443,Thaumi_prot_LH_FAM000224,Y,N,NV+NF+NM,NV+NF+NM,1511
NMAR_RS03105,Nmar_0580,hypothetical protein,-0.87,0.17442487,57.48758284,171.7731008,5.67,7.392510903,76G-FAM008262,Thaumi_prot_LH_FAM001898,N,Y,NM,NM,487
NMAR_RS04275,Nmar_0799,50S ribosomal protein L24,-0.87,0.011976343,10.97577765,31.34341649,3.38,4.884896297,76G-FAM000577,Thaumi_prot_LH_FAM000470,N,N,NV+NF+NM,NV+NF+NM,1258
NMAR_RS04030,Nmar_0755,O-methyltransferase,-0.87,0.322632745,1.39047383,2.244040708,0.33,0.810809919,76G-FAM008330,Thaumi_prot_LH_FAM000295,N,Y,NV+NF+NM,NV+NF+NM,1881
NMAR_RS03940,Nmar_0736,hypothetical protein,-0.88,0.245300273,1.545628127,4.13541293,0.16,1.823312539,76G-FAM008314,Thaumi_prot_LH_FAM001574,N,Y,NM,NM,1864
NMAR_RS09510,Nmar_1781,"RNA 2',3'-cyclic phosphodiesterase",-0.88,0.387495886,1.025291127,2.23081804,#NUM!,1.103790499,76G-FAM000304,Thaumi_prot_LH_FAM001058,N,N,NV+NF+NM,NV+NF+NM,1909
NMAR_RS05660,Nmar_1055,TldD/PmbA family protein,-0.89,0.000296138,3.324981462,8.232217348,1.65,3.034972531,76G-FAM000923,Thaumi_prot_LH_FAM001385,N,N,NV+NM,NM,1712
NMAR_RS04015,Nmar_0752,hypothetical protein,-0.89,0.0048436,8.324300405,21.59762513,2.94,4.358580662,76G-FAM008328,Thaumi_prot_LH_FAM001942,N,Y,NM,NM,1391
NMAR_RS05825,Nmar_1088,AAA family ATPase,-0.9,4.79E-15,148.2986437,395.0469688,7.18,8.619502672,76G-FAM000165_1,Thaumi_prot_LH_FAM000446,Y,N,NV+NF+NM,NV+NF+NM,236
NMAR_RS06990,Nmar_1306,helix-turn-helix transcriptional regulator,-0.9,0.053398311,7.481909662,18.64477076,2.8,4.11697379,76G-FAM002686,Thaumi_prot_LH_FAM001029,N,N,NM,NM,1435
NMAR_RS04060,Nmar_0759,DUF5615 family PIN-like protein,-0.9,0.000866839,19.18050016,49.68610217,4.16,5.616645557,76G-FAM005079,Thaumi_prot_LH_FAM001555,N,Y,NM,NM,924
NMAR_RS01300,Nmar_0246,Trm112 family protein,-0.9,0.120486249,5.774286,14.79967154,2.29,3.714187836,76G-FAM000246,Thaumi_prot_LH_FAM000958,Y,N,NV+NF+NM,NV+NF+NM,1541
NMAR_RS06745,Nmar_1257,hypothetical protein,-0.9,2.95E-08,207.0104912,540.421413,7.64,9.072648754,76G-FAM008288,Thaumi_prot_LH_FAM002077,N,Y,NM,NM,183
NMAR_RS05895,Nmar_1100,hypothetical protein,-0.91,0.000189259,30.38756106,57.12205545,4.78,5.825433399,76G-FAM008436,Thaumi_prot_LH_FAM000436,N,Y,NV+NM,NV+NM,733
NMAR_RS06390,Nmar_1188,zinc ribbon domain-containing protein,-0.91,0.005924765,3.76831659,9.689492299,1.77,3.237438646,76G-FAM008423,Thaumi_prot_LH_FAM000245,N,Y,NM,NM,1668
NMAR_RS00720,Nmar_0139,UDP-N-acetylglucosamine 2-epimerase,-0.92,0.024410933,1.425487766,4.159790866,0.37,1.963417896,76G-FAM008875,Thaumi_prot_LH_FAM001832,N,Y,NM,NM,1875
NMAR_RS03250,Nmar_0607,restriction endonuclease subunit S,-0.92,0.037383224,1.626443594,3.625993265,0.44,1.802768514,76G-FAM008896,Thaumi_prot_LH_FAM001904,N,Y,NM,NM,1857
NMAR_RS03135,Nmar_0586,P-II family nitrogen regulator,-0.92,1.79E-08,23.87672362,60.88001612,4.49,5.91831642,76G-FAM008053,Thaumi_prot_LH_FAM001901,N,Y,NM,NM,823
NMAR_RS02690,Nmar_0503,ATPase V,-0.92,0.000935189,33.25456074,93.68638684,4.97,6.507261424,76G-FAM008230,Thaumi_prot_LH_FAM001293,N,Y,NM,NM,695
NMAR_RS01175,Nmar_R0008,tRNA-Leu,-0.92,0.428162303,5.124409745,12.48230767,1.82,3.278634175,#N/A,#N/A,#N/A,#N/A,NA,NA,1573
NMAR_RS03305,Nmar_0618,ABC transporter substrate-binding protein,-0.93,2.27E-05,4.321050881,9.989977414,1.96,3.314768529,76G-FAM007485,Thaumi_prot_LH_FAM000710,Y,Y,NV+NF+NM,NV+NF+NM,1628
NMAR_RS09320,Nmar_1743,hypothetical protein,-0.93,6.52E-05,15.68381618,39.18451848,3.8,5.266294233,76G-FAM008150,Thaumi_prot_LH_FAM001808,N,Y,NM,NM,1046
NMAR_RS00445,Nmar_0086,U6 snRNA-associated Sm-like protein LSm6,-0.94,0.000251418,42.18912239,115.2989047,5.3,6.829004405,76G-FAM000322_0,Thaumi_prot_LH_FAM000024,Y,N,NV+NF+NM,NV+NF+NM,594
NMAR_RS09140,Nmar_1710,hypothetical protein,-0.94,0.03350616,9.030423293,22.93564405,2.98,4.465155043,76G-FAM007429,Thaumi_prot_LH_FAM000840,N,Y,NV+NM,NV+NM,1356
NMAR_RS09120,Nmar_1706,HD domain-containing protein,-0.94,0.010903007,2.859981212,7.402452682,1.42,2.881892076,76G-FAM000045,Thaumi_prot_LH_FAM000846,Y,N,NV+NF+NM,NV+NF+NM,1755
NMAR_RS09720,0,hypothetical protein,-0.95,0.040855779,21.0527025,49.38313195,4.25,5.421515105,#N/A,Thaumi_prot_LH_FAM001966,#N/A,#N/A,NA,NM,880
NMAR_RS09325,Nmar_1744,hypothetical protein,-0.95,0.000922464,60.28528377,174.7627911,5.91,7.342180339,76G-FAM008151,Thaumi_prot_LH_FAM000794,N,Y,NM,NM,470
NMAR_RS08865,Nmar_1658,DsbA family protein,-0.95,3.46E-08,26.89018325,49.7498979,4.55,5.626207638,76G-FAM004903_0,Thaumi_prot_LH_FAM000133_0,N,N,NV+NF+NM,NV+NF+NM,781
NMAR_RS03430,Nmar_0640,hypothetical protein,-0.96,0.204081865,3.499099425,8.526150804,1.16,3.052989053,76G-FAM004904,Thaumi_prot_LH_FAM000132,N,N,NV+NF+NM,NV+NF+NM,1696
NMAR_RS09670,Nmar_0574,hypothetical protein,-0.96,0.400451699,1.82494373,5.044398124,#NUM!,2.277035233,76G-FAM008256,Thaumi_prot_LH_FAM000620,N,Y,NM,NM,1839
NMAR_RS06870,Nmar_1282,DUF6659 family protein,-0.97,0.071678148,3.650293687,9.093114195,1.64,3.11353876,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,1679
NMAR_RS03620,Nmar_0676,lactate dehydrogenase,-0.98,0.246113545,1.688844465,2.375223199,0.53,1.126733073,76G-FAM000944,Thaumi_prot_LH_FAM000872,N,N,NV+NF+NM,NV+NF+NM,1849
NMAR_RS06225,Nmar_1160,phage Gp37/Gp68 family protein,-0.98,2.15E-11,17.45229673,47.84172704,4.07,5.576144429,76G-FAM004679,Thaumi_prot_LH_FAM002060,N,N,NV+NM,NV+NM,982
NMAR_RS07570,Nmar_1415,DUF373 family protein,-0.98,3.38E-13,95.62922335,269.9209603,6.55,8.059082023,76G-FAM000271,Thaumi_prot_LH_FAM000819,Y,N,NV+NF+NM,NV+NF+NM,333
NMAR_RS02720,Nmar_0508,hypothetical protein,-0.98,0.220248519,1.68768481,4.534445462,#NUM!,1.922248236,76G-FAM007954,Thaumi_prot_LH_FAM000769,Y,Y,NV+NF+NM,NV+NF+NM,1850
NMAR_RS00905,Nmar_0176,hypothetical protein,-0.98,0.070216892,2.97583026,5.76533322,1.03,2.498395466,76G-FAM008186,Thaumi_prot_LH_FAM001250,N,Y,NM,NM,1744
NMAR_RS08415,Nmar_1571,6-hydroxymethylpterin diphosphokinase MptE-like protein,-0.98,0.301710791,1.192211917,3.482726681,#NUM!,1.611921336,76G-FAM000236,Thaumi_prot_LH_FAM001164,N,N,NV+NF+NM,NV+NF+NM,1896
NMAR_RS00080,Nmar_0015,fluoride efflux transporter CrcB,-0.98,0.138862092,2.388102062,5.737788152,0.98,2.48760082,76G-FAM003506,Thaumi_prot_LH_FAM001698,N,N,NV+NF+NM,NV+NF+NM,1795
