Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,baseMean,lfcSE,stat,pvalue
NVIE_020250,NVIE_RS15490,conserved protein of unknown function,0.95,5.37E-07,115.68,73.08,6.8,6.18,#N/A,Thaumi_prot_LH_FAM002858,#N/A,#N/A,,,,,,,,,,559.567268,0.178265084,5.321194384,1.03E-07
NVIE_020300,NVIE_RS15495,hypothetical protein,-0.37,1.28E-01,198.99,317.22,7.61,8.21,#N/A,Thaumi_prot_LH_FAM000996,#N/A,#N/A,,,,,,,,,,1741.690958,0.210661816,-1.750147713,0.080092828
NVIE_2094,NVIE_RS15500,conserved protein of unknown function,0.44,1.98E-04,174.55,157.66,7.44,7.3,#N/A,Thaumi_prot_LH_FAM002500,#N/A,#N/A,,,,,,,,,,1907.40838,0.11062289,4.01123835,6.04E-05
NVIE_2097,NVIE_RS15505,protein of unknown function,0.57,1.63E-03,143.28,118.41,7.13,6.88,#N/A,Thaumi_prot_LH_FAM002498,#N/A,#N/A,,,,,,,,,,788.2042948,0.165148053,3.432769197,0.00059745
NVIE_2110,NVIE_RS15510,protein of unknown function,0.28,4.61E-01,25.59,25.62,4.53,4.59,#N/A,Thaumi_prot_LH_FAM003767,#N/A,#N/A,,,,,,,,,,157.1230805,0.307174887,0.906848537,0.364486899
NVIE_020590,NVIE_RS15515,protein of unknown function,-0.41,5.44E-02,32.3,53.26,4.98,5.73,#N/A,Thaumi_prot_LH_FAM003768,#N/A,#N/A,,,,,,,,,,287.0533941,0.188300298,-2.164404619,0.03043331
NVIE_020630,NVIE_RS15520,protein of unknown function,-0.37,4.42E-02,67.23,105.78,6.03,6.72,#N/A,Thaumi_prot_LH_FAM008624,#N/A,#N/A,,,,,,,,,,545.2663756,0.163828638,-2.258346112,0.02392409
NVIE_020790,NVIE_RS15530,protein of unknown function,-0.26,4.90E-01,9.21,13.44,3.08,3.71,#N/A,Thaumi_prot_LH_FAM008626,#N/A,#N/A,,,,,,,,,,70.05212986,0.308994499,-0.855283058,0.392394464
NVIE_022270,NVIE_RS15540,protein of unknown function,0.08,8.28E-01,23.42,26.77,4.39,4.74,#N/A,Thaumi_prot_LH_FAM003228,#N/A,#N/A,,,,,,,,,,160.0339863,0.272503179,0.290380746,0.771524972
NVIE_2311,NVIE_RS15545,conserved protein of unknown function,-1.17,5.11E-01,0.15,0.44,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM003791,#N/A,#N/A,,,,,,,,,,2.5727646,1.432435479,-0.817125673,0.413856613
NVIE_022630,NVIE_RS15550,protein of unknown function,-0.05,8.28E-01,33.3,42.04,5.04,5.38,#N/A,Thaumi_prot_LH_FAM003518,#N/A,#N/A,,,,,,,,,,259.1488749,0.168820744,-0.291371863,0.770766932
NVIE_022690,NVIE_RS15555,protein of unknown function,-0.37,1.50E-01,36.68,58.18,5.13,5.82,#N/A,Thaumi_prot_LH_FAM008660,#N/A,#N/A,,,,,,,,,,292.7968149,0.224034297,-1.664106217,0.096091205
NVIE_022710,NVIE_RS15560,protein of unknown function,0.71,1.11E-02,19.62,14.63,4.26,3.82,#N/A,Thaumi_prot_LH_FAM003272,#N/A,#N/A,,,,,,,,,,112.5507742,0.2529467,2.802311347,0.005073788
NVIE_2386,NVIE_RS15565,exported protein of unknown function,-0.28,3.09E-01,11.68,17.47,3.53,4.07,#N/A,Thaumi_prot_LH_FAM003184,#N/A,#N/A,,,,,,,,,,98.92755392,0.234168665,-1.212428252,0.225348492
NVIE_023350,NVIE_RS15570,exported protein of unknown function,2.2,1.12E-43,375.97,100.36,8.52,6.64,#N/A,Thaumi_prot_LH_FAM008667,#N/A,#N/A,,,,,,,,,,7601.747281,0.155639482,14.15969022,1.63E-45
NVIE_023410,NVIE_RS15575,conserved protein of unknown function,0.51,4.72E-04,268.56,231.68,8.06,7.85,#N/A,Thaumi_prot_LH_FAM000040_0,#N/A,#N/A,,,,,,,,,,3949.186568,0.135426743,3.779013481,0.000157451
NVIE_023650,NVIE_RS15580,protein of unknown function,2.81,8.80E-24,27.26,4.81,4.75,2.16,#N/A,Thaumi_prot_LH_FAM003802,#N/A,#N/A,,,,,,,,,,120.7094391,0.270533473,10.3904665,2.74E-25
NVIE_023700,NVIE_RS15585,protein of unknown function,0.93,8.49E-02,5.91,3.75,2.31,1.76,#N/A,Thaumi_prot_LH_FAM002902,#N/A,#N/A,,,,,,,,,,30.44638599,0.476886458,1.957451739,0.050294381
NVIE_023890,NVIE_RS15590,protein of unknown function,0.56,1.33E-01,6.96,5.88,2.75,2.49,#N/A,Thaumi_prot_LH_FAM003808,#N/A,#N/A,,,,,,,,,,47.80057499,0.326509632,1.729935359,0.083641825
NVIE_024060,NVIE_RS15595,protein of unknown function,-0.18,6.62E-01,9.89,13.55,3.15,3.73,#N/A,Thaumi_prot_LH_FAM008682,#N/A,#N/A,,,,,,,,,,69.75304101,0.325009737,-0.557968269,0.576866052
NVIE_2519,NVIE_RS15605,protein of unknown function,0.13,5.39E-01,419.63,464.98,8.64,8.85,#N/A,Thaumi_prot_LH_FAM008690,#N/A,#N/A,,,,,,,,,,4373.152524,0.171956151,0.766541879,0.443353943
NVIE_026200,NVIE_RS15620,conserved protein of unknown function,-0.13,7.28E-01,11.63,15.69,3.42,3.96,#N/A,Thaumi_prot_LH_FAM003836,#N/A,#N/A,,,,,,,,,,97.64645406,0.28820327,-0.455985552,0.648400368
NVIE_026220,NVIE_RS15625,protein of unknown function,0.25,4.51E-01,16.28,16.72,4,4,#N/A,Thaumi_prot_LH_FAM003631,#N/A,#N/A,,,,,,,,,,87.75945966,0.267029123,0.923399348,0.355799132
NVIE_026280,NVIE_RS15630,exported protein of unknown function,-0.49,9.03E-03,135.23,235.08,7.05,7.85,#N/A,Thaumi_prot_LH_FAM008723,#N/A,#N/A,,,,,,,,,,1093.765222,0.172213881,-2.873004852,0.004065879
NVIE_026670,NVIE_RS15640,conserved protein of unknown function,-0.67,7.02E-01,0.25,0.5,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM008735,#N/A,#N/A,,,,,,,,,,3.379193531,1.360151862,-0.495397905,0.620319273
NVIE_027720,NVIE_RS15645,protein of unknown function,0.63,1.93E-05,69.1,54.75,6.1,5.76,#N/A,Thaumi_prot_LH_FAM003851,#N/A,#N/A,,,,,,,,,,412.2507549,0.138360986,4.572200979,4.83E-06
NVIE_027870,NVIE_RS15650,protein of unknown function,-0.04,8.97E-01,20.08,25.39,4.26,4.61,#N/A,Thaumi_prot_LH_FAM003852,#N/A,#N/A,,,,,,,,,,212.5639552,0.243435539,-0.181339854,0.856100826
NVIE_028270,NVIE_RS15655,protein of unknown function,0.19,4.11E-01,62.25,66.59,5.92,6.03,#N/A,Thaumi_prot_LH_FAM003857,#N/A,#N/A,,,,,,,,,,471.8030481,0.193624674,0.998142414,0.318210306
NVIE_028350,NVIE_RS15660,hypothetical protein,-0.22,5.10E-01,20.66,29.04,4.28,4.81,#N/A,Thaumi_prot_LH_FAM003150,#N/A,#N/A,,,,,,,,,,166.542779,0.262552788,-0.818913415,0.412835816
NVIE_028550,NVIE_RS15665,protein of unknown function,0.53,5.84E-03,529.72,450.66,9.01,8.8,#N/A,Thaumi_prot_LH_FAM003859,#N/A,#N/A,,,,,,,,,,2898.047408,0.176768714,3.023545077,0.002498318
NVIE_028740,NVIE_RS15670,protein of unknown function,-0.06,9.58E-01,0.98,1.24,-0.39,#NUM!,#N/A,Thaumi_prot_LH_FAM008777,#N/A,#N/A,,,,,,,,,,8.317065609,0.833914194,-0.073776637,0.941188117
NVIE_029520,NVIE_RS15675,hypothetical protein,-0.08,7.36E-01,33.51,43.65,5.04,5.42,#N/A,Thaumi_prot_LH_FAM003130,#N/A,#N/A,,,,,,,,,,255.4612,0.190528451,-0.444439375,0.656724951
NVIE_029570,NVIE_RS15680,hypothetical protein,-0.66,2.73E-04,47.31,90.58,5.52,6.49,#N/A,Thaumi_prot_LH_FAM002114,#N/A,#N/A,,,,,,,,,,591.6559123,0.167260998,-3.927097068,8.60E-05
NVIE_030200,NVIE_RS15685,protein of unknown function,0.05,8.50E-01,145.14,170.17,7.08,7.41,#N/A,Thaumi_prot_LH_FAM003052,#N/A,#N/A,,,,,,,,,,966.4489415,0.203721794,0.258087548,0.796339341
NVIE_t0160,#N/A,tRNA-Undet,-0.85,4.64E-04,43.32,94.01,5.32,6.55,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,330.8274018,0.225333583,-3.784607995,0.000153951
NVIE_t0050,#N/A,tRNA-Arg,-1.58,8.58E-06,5.23,19.75,2.23,4.29,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,45.92138713,0.333449199,-4.750785494,2.03E-06
NVIE_RNA1033692D,#N/A,miscellaneous RNA (crcB),-0.08,8.69E-01,11.02,14.16,3.34,3.72,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,42.59557091,0.371090913,-0.226240883,0.821014075
NVIE_RNA0906801D,#N/A,miscellaneous RNA (crcB),-0.06,8.89E-01,24.98,31.66,4.5,4.92,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,98.65724328,0.314575303,-0.194833455,0.845523331
NVIE_2973,#N/A,protein of unknown function,0.18,6.58E-01,5.42,5.81,2.38,2.46,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,44.367034,0.324762563,0.564461498,0.572440096
NVIE_2916,#N/A,fragment/protein of unknown function,0,9.97E-01,4.86,5.72,1.46,2.25,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,13.774765,0.724584264,0.004949859,0.9960506
NVIE_2864,#N/A,fragment of radical SAM domain protein (part 2),1.13,4.35E-01,1.27,0.72,-0.17,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,3.235284562,1.180788056,0.954186482,0.339989256
NVIE_2798,#N/A,hypothetical protein,-0.35,2.26E-02,249.97,388.59,7.93,8.6,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,2131.896445,0.13933084,-2.532266822,0.011332772
NVIE_2780,#N/A,exported protein of unknown function,0.76,3.80E-01,2.42,1.69,0.98,0.54,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,7.647772501,0.721721269,1.059400618,0.289417368
NVIE_2756,#N/A,protein of unknown function,-1.01,4.63E-03,17.08,41.63,3.96,5.3,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,77.51382041,0.325794847,-3.103155039,0.001914693
NVIE_2725,#N/A,protein of unknown function,-0.07,9.55E-01,0.23,0.3,#NUM!,-1.82,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,6.554964661,0.813976467,-0.081442367,0.935090157
NVIE_2715,#N/A,protein of unknown function,0.34,2.45E-01,7.01,6.85,2.78,2.73,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,109.4818549,0.248471452,1.367427954,0.171491205
NVIE_2621,#N/A,protein of unknown function,-1.03,3.47E-02,3.77,9.55,1.54,3.22,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,39.58090719,0.438254991,-2.358914136,0.018328496
NVIE_2560,#N/A,protein of unknown function,0.38,6.66E-01,3,2.83,1.45,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,15.46553635,0.683255669,0.550038607,0.582292894
NVIE_2558,#N/A,fragment/protein of unknown function,-1.21,2.12E-01,1.73,4.84,#NUM!,1.95,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,9.124971486,0.83048903,-1.457439845,0.144995005
NVIE_2557,#N/A,protein of unknown function,1.96,6.20E-01,0.09,0,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,0.322795263,3.138458763,0.623392138,0.533026863
NVIE_2544,#N/A,protein of unknown function,1.91,4.92E-01,0.41,0.16,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,0.956351483,2.243898169,0.852130859,0.394141466
NVIE_2542,#N/A,protein of unknown function,1.29,3.85E-01,0.55,0.29,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,3.16642291,1.234477046,1.048530168,0.294394411
NVIE_2533,#N/A,protein of unknown function,-2.76,1.58E-03,0.34,2.88,#NUM!,1.27,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,11.16662423,0.801550708,-3.441415301,0.00057868
NVIE_2467,#N/A,protein of unknown function,0.05,9.14E-01,6.6,7.87,2.7,2.9,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,49.43564343,0.322646073,0.153009611,0.878390696
NVIE_2460,#N/A,protein of unknown function,-0.55,2.75E-04,75.18,134.76,6.23,7.06,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1102.27323,0.139032269,-3.925429286,8.66E-05
NVIE_2427,#N/A,protein of unknown function,0.02,9.77E-01,3.77,4.6,#NUM!,2.2,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,29.48382586,0.537224341,0.037582109,0.970020873
NVIE_2388,#N/A,protein of unknown function,-0.71,2.27E-03,15.7,31.22,3.91,4.96,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,143.3111768,0.212435878,-3.332043468,0.000862108
NVIE_2371,#N/A,protein of unknown function,-1.02,4.89E-04,33.11,81.51,4.88,6.34,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,257.1285313,0.271135855,-3.769660944,0.000163469
NVIE_2211,#N/A,protein of unknown function,1.12,6.62E-01,0.32,0.18,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1.473494278,2.007406362,0.557852362,0.576945203
NVIE_2203,#N/A,fragment/protein of unknown function,1.25,2.05E-01,2.99,1.49,1.23,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,7.249788004,0.844062274,1.480326185,0.138786218
NVIE_2200,#N/A,protein of unknown function,-0.61,5.11E-01,1.25,2.37,#NUM!,0.91,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,13.38820459,0.743422831,-0.817797439,0.413472861
NVIE_2193,#N/A,protein of unknown function,-0.72,6.37E-02,3.68,7.42,1.86,2.83,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,33.94497306,0.342188737,-2.093694593,0.036287195
NVIE_2179,#N/A,fragment/protein of unknown function,-0.09,7.02E-01,41.92,54.51,5.36,5.76,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,180.4485674,0.173306945,-0.495917649,0.619952514
NVIE_2159,#N/A,fragment/protein of unknown function,-1.56,1.30E-02,1.77,6.55,#NUM!,2.67,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,14.41027841,0.568834398,-2.743563048,0.006077638
NVIE_2113,#N/A,protein of unknown function,-0.1,9.51E-01,0.78,1.03,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,3.138683571,1.179700906,-0.088859626,0.929193471
NVIE_2101,#N/A,hypothetical protein,0.65,8.11E-12,138.69,108.44,7.11,6.76,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,2588.549205,0.090365736,7.165416645,7.76E-13
NVIE_2060,#N/A,protein of unknown function,0.38,4.83E-01,4.48,4.22,2.03,2.05,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,21.70929858,0.435788335,0.865815542,0.386591325
NVIE_2045,#N/A,protein of unknown function,0.23,3.23E-01,19.87,20.55,4.28,4.34,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,170.6749639,0.192627558,1.179301054,0.238278319
NVIE_2012,#N/A,protein of unknown function,-0.31,5.28E-01,5.02,7.67,2.31,2.75,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,37.62648574,0.387625929,-0.787544469,0.430963207
NVIE_2011,#N/A,protein of unknown function,-0.25,7.48E-01,1.58,2.26,0.31,1.03,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,14.88181023,0.582063736,-0.425259734,0.670647343
NVIE_1999,#N/A,conserved protein of unknown function,0.61,2.84E-01,3.38,2.76,1.66,1.32,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,18.89510196,0.477769788,1.267188297,0.205087969
NVIE_1990,#N/A,protein of unknown function,0.65,2.48E-04,917.14,714.95,9.82,9.46,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,9776.748436,0.164168942,3.952838635,7.72E-05
NVIE_1987,#N/A,protein of unknown function,-0.18,3.57E-01,16.39,22.93,4.01,4.51,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,247.4164637,0.162359255,-1.106646912,0.268446616
NVIE_1985,#N/A,protein of unknown function,0.74,4.70E-01,1.53,1.14,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,10.22939446,0.827063414,0.891513207,0.372653909
NVIE_1975,#N/A,protein of unknown function,1.97,9.49E-23,180.15,56.12,7.44,5.77,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1082.327569,0.194310989,10.15265917,3.22E-24
NVIE_1956,#N/A,protein of unknown function,-1.4,2.68E-03,1.3,4.35,0.2,2.1,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,23.76552328,0.428039745,-3.279305633,0.001040629
NVIE_1954,#N/A,protein of unknown function,-0.73,1.28E-03,8.89,18.1,3.14,4.17,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,89.32987633,0.207957787,-3.502479759,0.000460949
NVIE_1952,#N/A,protein of unknown function,0.25,4.74E-01,26.25,26.49,4.62,4.69,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,73.07545294,0.288972866,0.88215584,0.377692539
NVIE_1934,#N/A,protein of unknown function,0.84,2.03E-02,6360.99,4345.43,12.51,12.04,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,40547.69042,0.325644617,2.575852521,0.009999329
NVIE_1933,#N/A,protein of unknown function,-0.72,1.09E-04,126.3,252.83,6.93,7.97,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1228.455281,0.173100697,-4.161300122,3.16E-05
NVIE_1836,#N/A,protein of unknown function,-0.78,1.41E-02,2.29,4.9,1.15,2.25,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,58.38557621,0.287024635,-2.715133907,0.006624898
NVIE_1810,#N/A,protein of unknown function,0.2,8.49E-01,0.96,0.99,#NUM!,-0.11,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,8.486222872,0.772282359,0.259368101,0.79535124
NVIE_1790,#N/A,fragment/protein of unknown function,-0.58,8.87E-01,0.16,0.26,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,0.562134418,2.924636295,-0.198176805,0.842906735
NVIE_1770,#N/A,fragment/protein of unknown function,3.23,2.81E-01,0.5,0,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,0.77761977,2.527334657,1.276842742,0.201657772
NVIE_1757,#N/A,"putative RNA polymerase subunit, Rpc34-like",0.73,4.28E-12,1521.37,1126.29,10.57,10.14,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,25817.91398,0.100983048,7.254886002,4.02E-13
NVIE_1741,#N/A,protein of unknown function,-0.2,5.37E-01,34.05,47.81,5.04,5.5,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,147.9620136,0.26283412,-0.769948308,0.441330557
NVIE_1739,#N/A,protein of unknown function,0.98,3.44E-03,11.05,6.8,3.36,2.73,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,60.7794682,0.307293083,3.200458248,0.001372092
NVIE_1735,#N/A,protein of unknown function,-0.67,3.65E-01,2.02,4.07,#NUM!,1.95,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,21.88137695,0.616960702,-1.089257701,0.27604026
NVIE_1714,#N/A,fragment/protein of unknown function,-0.91,5.10E-01,1.24,2.87,#NUM!,0.86,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,5.526903474,1.111186812,-0.81976124,0.412352231
NVIE_1626,#N/A,protein of unknown function,-0.77,4.43E-01,0.61,1.3,#NUM!,0.14,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,7.741480342,0.819636928,-0.938379444,0.348049446
NVIE_1611,#N/A,protein of unknown function,-0.93,9.79E-02,2.01,4.73,0.86,2.06,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,23.1330516,0.490243571,-1.888708194,0.05893094
NVIE_1610,#N/A,protein of unknown function,0.11,5.96E-01,26.18,29.85,4.7,4.9,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,201.7014182,0.163542526,0.666186879,0.505291659
NVIE_1597,#N/A,protein of unknown function,-0.94,5.47E-01,0.36,0.86,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,2.662607096,1.254056931,-0.752720699,0.451617769
NVIE_1567,#N/A,fragment/hypothetical protein,0.49,4.88E-02,73.55,64.06,6.16,5.96,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,227.8492137,0.220512694,2.213611853,0.026855491
NVIE_1556,#N/A,protein of unknown function,-0.08,9.69E-01,0.3,0.38,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1.596096755,1.387900128,-0.055583183,0.955673862
NVIE_1525,#N/A,hypothetical protein,-0.84,5.18E-03,5.44,12.02,2.36,3.57,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,76.57556292,0.274271839,-3.065967254,0.002169671
NVIE_1524,#N/A,protein of unknown function,-0.36,5.58E-01,2.93,4.76,1.2,2.11,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,32.45587515,0.496964594,-0.734174539,0.462842369
NVIE_1518,#N/A,fragment/protein of unknown function,1.12,7.49E-01,0.34,0.19,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,0.811502163,2.641249614,0.423682654,0.671797267
NVIE_1444,#N/A,hypothetical protein,5.55,5.10E-22,810.55,21.47,9.61,4.02,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,4437.237178,0.556179804,9.981115517,1.84E-23
NVIE_1351,#N/A,protein of unknown function,-0.37,1.81E-01,35.82,56.04,5.03,5.8,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,254.4795634,0.241378314,-1.552853956,0.120458029
NVIE_1349,#N/A,protein of unknown function,-0.25,5.96E-01,2.98,4.28,1.48,2.06,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,29.17392839,0.369912619,-0.666732878,0.504942774
NVIE_1318,#N/A,protein of unknown function,2.56,1.37E-06,16.46,3.33,3.63,1.61,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,45.82212836,0.498647382,5.135780196,2.81E-07
NVIE_1304,#N/A,protein of unknown function,-0.56,1.84E-01,3.14,5.68,1.59,2.46,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,28.13187869,0.362047703,-1.542797853,0.122879831
NVIE_1220,#N/A,hypothetical protein,-0.23,3.01E-01,20.99,30.44,4.36,4.92,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,227.863289,0.185699907,-1.231125489,0.218275934
NVIE_1216,#N/A,fragment/protein of unknown function,-0.03,9.73E-01,6.96,8.82,2.64,2.46,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,31.51959034,0.57732812,-0.047502324,0.962112878
NVIE_1190,#N/A,protein of unknown function,-1.79,5.62E-07,4.13,17.34,1.91,4.05,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,60.92974302,0.337163456,-5.312528709,1.08E-07
NVIE_1168,#N/A,protein of unknown function,-1.03,2.83E-03,4.24,10.5,2,3.36,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,48.22723797,0.31628426,-3.262567352,0.001104079
NVIE_1139,#N/A,exported protein of unknown function,1.12,4.45E-10,420.21,235.57,8.68,7.84,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1527.890664,0.171275961,6.562700396,5.28E-11
NVIE_1129,#N/A,fragment/hypothetical protein,0.3,3.34E-02,575.94,576.53,9.17,9.15,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,2047.328122,0.126547712,2.374910987,0.017553183
NVIE_1107,#N/A,hypothetical protein,0.08,9.21E-01,4.4,5.25,1.91,2.22,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,19.07070815,0.547541978,0.140320191,0.888407012
NVIE_1087,#N/A,fragment/protein of unknown function,1.41,7.35E-01,0.11,0,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,0.186363412,3.160746998,0.445313174,0.656093449
NVIE_1071,#N/A,fragment/hypothetical protein,2.7,1.28E-01,1.07,0.22,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,2.255699113,1.544337745,1.748269595,0.080417356
NVIE_1068,#N/A,protein of unknown function,-0.5,6.51E-03,25.09,43.19,4.62,5.42,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,260.8879388,0.166128233,-2.986101314,0.00282559
NVIE_0991,#N/A,protein of unknown function,1.11,5.86E-01,0.37,0.22,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,2.73629788,1.617495922,0.687539663,0.491742715
NVIE_0978,#N/A,hypothetical protein,3.02,2.30E-01,0.25,0.04,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1.698852436,2.144349702,1.40725991,0.159350332
NVIE_0972,#N/A,hypothetical protein,4.09,1.24E-04,2.04,0.17,0.97,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,6.951177198,0.990573982,4.128949774,3.64E-05
NVIE_0925,#N/A,protein of unknown function,0.11,8.64E-01,2.14,2.36,0.97,1.14,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,15.80431586,0.48726067,0.235040898,0.814176991
NVIE_0920,#N/A,protein of unknown function,-0.77,3.85E-03,10.29,21.4,3.33,4.38,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,98.49617841,0.245005384,-3.162743129,0.001562902
NVIE_0882,#N/A,fragment/hypothetical protein,0.28,3.48E-01,22.01,22.21,4.43,4.44,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,78.2674262,0.24688228,1.124900216,0.260631321
NVIE_0868,#N/A,fragment/protein of unknown function,-0.33,8.10E-01,1.39,2.17,#NUM!,0.36,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,7.656049549,1.007832857,-0.324756924,0.745365048
NVIE_0831,#N/A,fragment/protein of unknown function,-1.83,5.65E-03,1.53,6.59,0.23,2.63,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,13.49448069,0.603029076,-3.035680364,0.002399936
NVIE_0817,#N/A,protein of unknown function,0.25,9.55E-01,0.05,0.07,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,0.391015795,3.160746998,0.080163891,0.936106909
NVIE_0810,#N/A,hypothetical protein,-1.94,3.68E-01,0.18,0.93,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1.521139006,1.793520906,-1.081339717,0.279546027
NVIE_0753,#N/A,fragment/protein of unknown function,1.2,2.74E-01,2.25,1.21,0.77,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,6.356814697,0.929943222,1.293210248,0.195938352
NVIE_0740,#N/A,fragment/protein of unknown function,-2.26,3.20E-01,0.07,0.5,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,1.249078259,1.901923233,-1.187076196,0.235197567
NVIE_0735,#N/A,hypothetical protein,-0.13,8.95E-01,2.19,2.92,#NUM!,1.29,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,17.00445442,0.710903919,-0.185980385,0.852460143
NVIE_0714,#N/A,fragment/protein of unknown function,0.94,3.88E-01,2.14,1.31,0.58,#NUM!,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,7.023096489,0.898511062,1.042431457,0.297211689
