Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains
NFRAN_RS10230,NFRAN_2467,hypothetical protein,-0.69,6.45E-01,0.71,1.52,#NUM!,#NUM!,76G-FAM035710,Thaumi_prot_LH_FAM013343,N,Y,,
NFRAN_RS10235,NFRAN_2468,hypothetical protein,-1.24,2.36E-11,11.64,39.33,3.47,5.29,76G-FAM035711,Thaumi_prot_LH_FAM013344,N,Y,,
NFRAN_RS13935,NFRAN_2470,hypothetical protein,-1.06,4.84E-01,0.63,1.75,#NUM!,0.44,#N/A,Thaumi_prot_LH_FAM004317,#N/A,#N/A,,
NFRAN_RS10240,NFRAN_2471,hypothetical protein,0.51,6.81E-02,40.59,40.8,5.21,5.33,76G-FAM009711,Thaumi_prot_LH_FAM002506,N,Y,,
NFRAN_RS10245,0,hypothetical protein,-0.17,8.67E-01,1.08,1.84,-0.37,0.81,76G-FAM035712,Thaumi_prot_LH_FAM013345,N,Y,,
NFRAN_RS10250,NFRAN_2474,hypothetical protein,1.49,7.61E-02,2.72,1.52,0.89,0.24,76G-FAM035713,Thaumi_prot_LH_FAM013346,N,Y,,
NFRAN_RS10255,NFRAN_2475,DUF2299 family protein,0.14,7.51E-01,3.13,4.2,1.59,2.03,76G-FAM010492,Thaumi_prot_LH_FAM004090,N,Y,,
NFRAN_RS13940,0,hypothetical protein,-0.03,9.58E-01,2.42,3.69,1.09,1.86,#N/A,Thaumi_prot_LH_FAM013347,#N/A,#N/A,,
NFRAN_RS10260,NFRAN_2477,HAMP domain-containing sensor histidine kinase,-0.03,8.67E-01,46.58,68.95,5.51,6.11,76G-FAM003578_0,Thaumi_prot_LH_FAM001685,N,N,,
NFRAN_RS10265,NFRAN_2480,serine hydrolase,-0.26,3.65E-01,2.78,4.9,1.45,2.28,76G-FAM010471,Thaumi_prot_LH_FAM004071,N,Y,,
NFRAN_RS10270,0,IS5 family transposase,3.28,3.95E-57,63.16,9.56,5.95,3.18,76G-FAM010661,Thaumi_prot_LH_FAM005650,N,Y,,
NFRAN_RS10275,NFRAN_2483,hypothetical protein,-1.46,4.33E-12,44.68,181.22,5.42,7.48,76G-FAM007448,Thaumi_prot_LH_FAM004304,N,Y,,
NFRAN_RS10280,NFRAN_2484,hypothetical protein,-1.29,8.62E-05,112.02,402.21,6.72,8.61,76G-FAM010722,Thaumi_prot_LH_FAM004305,N,Y,,
NFRAN_RS10285,NFRAN_2485,helix-turn-helix domain-containing protein,-2.91,2.16E-01,0.03,0.38,#NUM!,#NUM!,76G-FAM009186,Thaumi_prot_LH_FAM001652,N,Y,,
NFRAN_RS14160,0,hypothetical protein,-0.17,9.68E-01,0.06,0.12,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM001651,#N/A,#N/A,,
NFRAN_RS10295,NFRAN_2488,hypothetical protein,-0.83,1.52E-04,73.91,192.07,6.15,7.55,76G-FAM010642,Thaumi_prot_LH_FAM004234,N,Y,,
NFRAN_RS10300,NFRAN_2489,hypothetical protein,-0.05,8.18E-01,12.29,18.47,3.59,4.2,76G-FAM010929,Thaumi_prot_LH_FAM004505,N,Y,,
NFRAN_RS10305,NFRAN_2490,hypothetical protein,0.17,3.52E-01,29.67,38.67,4.87,5.26,76G-FAM010928,Thaumi_prot_LH_FAM003554,N,Y,,
NFRAN_RS10310,NFRAN_2491,MEDS domain-containing protein,0.29,3.91E-01,4.52,5.49,2.17,2.39,76G-FAM010927,Thaumi_prot_LH_FAM004504,N,Y,,
NFRAN_RS10315,NFRAN_2492,hypothetical protein,0.87,2.19E-01,1.66,1.39,0.43,0.41,76G-FAM035714,Thaumi_prot_LH_FAM013348,N,Y,,
NFRAN_RS10320,NFRAN_2493,hypothetical protein,-0.28,3.49E-01,7.87,14.13,2.94,3.81,76G-FAM009729,Thaumi_prot_LH_FAM002556,N,Y,,
NFRAN_RS10325,NFRAN_2494,patatin-like phospholipase family protein,0.73,1.74E-05,16.75,14.82,4.04,3.88,76G-FAM007455,Thaumi_prot_LH_FAM001606,N,Y,,
NFRAN_RS10330,NFRAN_2495,hypothetical protein,0.61,5.57E-01,1.27,1.24,#NUM!,0.02,76G-FAM035715,Thaumi_prot_LH_FAM013349,N,Y,,
NFRAN_RS10335,NFRAN_2496,hypothetical protein,-1.35,6.36E-01,0.09,0.3,#NUM!,#NUM!,76G-FAM035716,Thaumi_prot_LH_FAM013350,N,Y,,
NFRAN_RS10340,NFRAN_2497,hypothetical protein,-0.35,5.05E-01,2.72,5.15,1.39,2.27,76G-FAM035717,Thaumi_prot_LH_FAM013351,N,Y,,
NFRAN_RS10345,NFRAN_2498,prolyl oligopeptidase family serine peptidase,-0.71,2.17E-08,30.6,73.1,4.91,6.18,76G-FAM010298,Thaumi_prot_LH_FAM003998,N,Y,,
NFRAN_RS10350,NFRAN_2499,hypothetical protein,-0.43,3.58E-03,62.99,123.8,5.95,6.93,76G-FAM010723,Thaumi_prot_LH_FAM004307,N,Y,,
NFRAN_RS10355,NFRAN_2500,MBL fold metallo-hydrolase,-0.27,1.12E-02,109.92,193.04,6.75,7.59,76G-FAM010712,Thaumi_prot_LH_FAM004293,N,Y,,
NFRAN_RS10360,NFRAN_2501,alpha/beta fold hydrolase,0.11,4.20E-01,74.85,101.59,6.2,6.66,76G-FAM010621,Thaumi_prot_LH_FAM004217,N,Y,,
NFRAN_RS10365,NFRAN_2503,hypothetical protein,0.4,3.37E-02,39.12,44.14,5.28,5.45,76G-FAM010458,Thaumi_prot_LH_FAM004057,N,Y,,
NFRAN_RS10370,NFRAN_2504,cation:proton antiporter,-0.46,5.68E-04,12.84,25.57,3.65,4.67,76G-FAM001873,Thaumi_prot_LH_FAM000615,N,N,,
NFRAN_RS10375,NFRAN_2505,hypothetical protein,0.86,2.12E-04,17.26,14.2,4.08,3.79,76G-FAM010635,Thaumi_prot_LH_FAM004225,N,Y,,
NFRAN_RS10380,NFRAN_2506,hypothetical protein,-0.34,1.62E-01,14.18,26.29,3.77,4.69,76G-FAM008642,Thaumi_prot_LH_FAM001396,N,Y,,
NFRAN_RS10385,NFRAN_2507,hypothetical protein,-0.53,1.70E-02,7.24,15.19,2.82,3.91,76G-FAM010749,Thaumi_prot_LH_FAM004330,N,Y,,
NFRAN_RS10390,NFRAN_2508,hypothetical protein,0.83,7.24E-02,7.05,5.72,2.67,2.41,76G-FAM035718,Thaumi_prot_LH_FAM013352,N,Y,,
NFRAN_RS10395,NFRAN_2509,hypothetical protein,0.5,9.07E-01,0.12,0.11,#NUM!,#NUM!,76G-FAM035719,Thaumi_prot_LH_FAM013353,N,Y,,
NFRAN_RS10400,NFRAN_2510,helix-turn-helix domain-containing protein,-0.04,9.91E-01,0.07,0.09,#NUM!,#NUM!,76G-FAM009186,Thaumi_prot_LH_FAM001652,N,Y,,
NFRAN_RS14165,0,hypothetical protein,NA,NA,0,0,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM001651,#N/A,#N/A,,
NFRAN_RS10410,NFRAN_2512,hypothetical protein,-0.9,2.42E-08,375.41,1021.47,8.5,9.99,76G-FAM010465,Thaumi_prot_LH_FAM004065,N,Y,,
NFRAN_RS13945,NFRAN_2514,hypothetical protein,-0.9,4.91E-03,27.97,74.92,4.65,6.17,#N/A,Thaumi_prot_LH_FAM013354,#N/A,#N/A,,
NFRAN_RS10415,NFRAN_2516,hypothetical protein,0.66,1.21E-07,4066.24,3751.14,11.96,11.87,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS10420,NFRAN_2517,hypothetical protein,-0.79,2.07E-13,101.05,254.97,6.64,7.99,76G-FAM010936,Thaumi_prot_LH_FAM004511,N,Y,,
NFRAN_RS10425,NFRAN_2518,6-bladed beta-propeller,-0.23,1.24E-01,35.65,60.79,5.12,5.92,76G-FAM009154,Thaumi_prot_LH_FAM004014,N,Y,,
NFRAN_RS10430,NFRAN_2519,hypothetical protein,-0.41,3.37E-02,9.4,18.19,3.19,4.17,76G-FAM010619,Thaumi_prot_LH_FAM004215,N,Y,,
NFRAN_RS10435,NFRAN_2521,peptidoglycan-binding domain-containing protein,-0.33,3.32E-01,4.62,8.35,2.15,3.01,76G-FAM035720,Thaumi_prot_LH_FAM013355,N,Y,,
NFRAN_RS13950,0,hypothetical protein,-1.07,6.34E-02,1.55,4.65,0.38,2.16,#N/A,Thaumi_prot_LH_FAM013356,#N/A,#N/A,,
NFRAN_RS10440,NFRAN_2522,hypothetical protein,-0.12,3.78E-01,517.18,823.18,9,9.68,76G-FAM035721,Thaumi_prot_LH_FAM013357,N,Y,,
NFRAN_RS10445,NFRAN_2523,PQQ-dependent sugar dehydrogenase,-0.31,3.47E-02,23.43,42.73,4.53,5.41,76G-FAM008430,Thaumi_prot_LH_FAM001362,N,Y,,
NFRAN_RS10450,NFRAN_2524,DDE-type integrase/transposase/recombinase,0.55,5.39E-01,0.87,0.86,-0.54,-0.6,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS13955,0,hypothetical protein,-3.47,2.67E-01,0,0.61,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM005649,#N/A,#N/A,,
NFRAN_RS10455,NFRAN_2525,hypothetical protein,0.9,1.26E-08,309.92,241.58,8.22,7.91,76G-FAM010828,Thaumi_prot_LH_FAM004408,N,Y,,
NFRAN_RS10460,NFRAN_2526,cytochrome D1 domain-containing protein,-0.45,1.73E-05,86.87,173.63,6.42,7.44,76G-FAM009293,Thaumi_prot_LH_FAM002299,N,Y,,
NFRAN_RS10465,NFRAN_2527,hypothetical protein,0.02,9.43E-01,7.93,11.65,2.95,3.51,76G-FAM035722,Thaumi_prot_LH_FAM013358,N,Y,,
NFRAN_RS10475,NFRAN_2531,hypothetical protein,0.08,7.83E-01,13.27,18.82,3.72,4.21,76G-FAM010730,Thaumi_prot_LH_FAM004315,N,Y,,
NFRAN_RS10480,NFRAN_2532,NAD(P)-dependent alcohol dehydrogenase,0.13,2.55E-01,176.76,236.89,7.46,7.88,76G-FAM002727,Thaumi_prot_LH_FAM001372,N,N,,
NFRAN_RS10485,NFRAN_2534,hypothetical protein,0.41,3.33E-02,2606.75,2892.9,11.31,11.48,76G-FAM035724,Thaumi_prot_LH_FAM013359,N,Y,,
NFRAN_RS10490,NFRAN_2537,hypothetical protein,0.14,6.29E-01,14.45,19.55,3.83,4.25,76G-FAM035725,Thaumi_prot_LH_FAM013360,N,Y,,
NFRAN_RS10495,NFRAN_2538,uracil-DNA glycosylase,-0.11,4.21E-01,26.94,42.43,4.73,5.4,76G-FAM000950_0,Thaumi_prot_LH_FAM001095,Y,N,,
NFRAN_RS10500,NFRAN_2540,patatin-like phospholipase family protein,0.73,1.58E-09,88.6,78.86,6.45,6.3,76G-FAM007455,Thaumi_prot_LH_FAM001606,N,Y,,
NFRAN_RS10505,NFRAN_2542,Rieske 2Fe-2S domain-containing protein,0.98,1.23E-09,34.16,25.43,5.06,4.66,76G-FAM005117,Thaumi_prot_LH_FAM002678,N,Y,,
NFRAN_RS10510,NFRAN_2543,DUF488 family protein,1.46,1.77E-14,207.84,113.98,7.67,6.83,76G-FAM001182,Thaumi_prot_LH_FAM002988,N,N,,
NFRAN_RS10515,NFRAN_2544,DDE-type integrase/transposase/recombinase,-1.01,2.47E-02,1.48,4.31,0.34,2.06,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS10520,0,CDGSH iron-sulfur domain-containing protein,1.05,3.08E-12,607.88,437.9,9.23,8.77,76G-FAM002015,Thaumi_prot_LH_FAM002400,N,N,,
NFRAN_RS10525,NFRAN_2546,nitroreductase family protein,0.38,8.80E-02,11.73,13.11,3.52,3.68,76G-FAM004395,Thaumi_prot_LH_FAM004088,N,N,,
NFRAN_RS10530,NFRAN_2548,hypothetical protein,0.86,3.26E-04,125.42,100.48,6.87,6.62,76G-FAM010625,Thaumi_prot_LH_FAM004221,N,Y,,
NFRAN_RS10535,NFRAN_2549,OsmC family protein,-0.49,3.84E-02,8.67,17.54,3.04,4.12,76G-FAM003642,Thaumi_prot_LH_FAM003898,N,N,,
NFRAN_RS10540,NFRAN_2550,hypothetical protein,-0.38,6.14E-04,42.84,81.71,5.41,6.35,76G-FAM008733,Thaumi_prot_LH_FAM003897,N,Y,,
NFRAN_RS10545,NFRAN_2551,hypothetical protein,-0.25,2.97E-01,10.45,18.27,3.35,4.18,76G-FAM035726,Thaumi_prot_LH_FAM013361,N,Y,,
NFRAN_RS10550,NFRAN_2553,hypothetical protein,-0.47,7.80E-01,0.83,1.75,#NUM!,#NUM!,76G-FAM035727,Thaumi_prot_LH_FAM013362,N,Y,,
NFRAN_RS10555,NFRAN_2554,CHRD domain-containing protein,1.13,1.53E-09,43.61,29.19,5.42,4.84,76G-FAM001736,Thaumi_prot_LH_FAM004342,N,Y,,
NFRAN_RS10560,NFRAN_2555,hypothetical protein,0.85,5.25E-04,41.28,33.51,5.3,5.04,76G-FAM010721,Thaumi_prot_LH_FAM004303,N,Y,,
NFRAN_RS10570,NFRAN_2558,DDE-type integrase/transposase/recombinase,1.43,3.41E-01,0.26,0.15,#NUM!,#NUM!,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS10575,NFRAN_2560,alpha/beta fold hydrolase,0.36,8.27E-04,59.58,68.06,5.89,6.09,76G-FAM010757,Thaumi_prot_LH_FAM004341,N,Y,,
NFRAN_RS10580,NFRAN_2561,hypothetical protein,-0.69,2.17E-08,188.34,451.49,7.55,8.82,76G-FAM007560,Thaumi_prot_LH_FAM001503,N,Y,,
NFRAN_RS10585,NFRAN_2564,hypothetical protein,0.21,2.57E-01,93.84,117.62,6.51,6.86,76G-FAM008625,Thaumi_prot_LH_FAM002402,N,Y,,
NFRAN_RS10590,NFRAN_2565,patatin-like phospholipase family protein,0.01,9.68E-01,26.08,37.9,4.68,5.24,76G-FAM007455,Thaumi_prot_LH_FAM001606,N,Y,,
NFRAN_RS10595,NFRAN_2566,hypothetical protein,-0.16,6.71E-01,6.3,10.17,2.53,3.32,76G-FAM035728,Thaumi_prot_LH_FAM013363,N,Y,,
NFRAN_RS10600,NFRAN_2567,hypothetical protein,-1.15,2.60E-02,2.67,8.34,1.12,3.02,76G-FAM035729,Thaumi_prot_LH_FAM013364,N,Y,,
NFRAN_RS10605,NFRAN_2568,alpha/beta fold hydrolase,0.07,5.98E-01,53.67,75.34,5.74,6.23,76G-FAM010298,Thaumi_prot_LH_FAM003998,N,Y,,
NFRAN_RS10610,NFRAN_2569,alpha/beta fold hydrolase,0.41,2.73E-03,60.43,66.45,5.89,6.05,76G-FAM010298,Thaumi_prot_LH_FAM003998,N,Y,,
NFRAN_RS14385,NFRAN_2570,hypothetical protein,-3.95,1.63E-01,0,0.9,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS10615,NFRAN_2572,hypothetical protein,0.02,9.48E-01,10.11,14.72,3.29,3.87,76G-FAM035730,Thaumi_prot_LH_FAM013365,N,Y,,
NFRAN_RS14390,NFRAN_2573,SDR family NAD(P)-dependent oxidoreductase,0.42,1.50E-02,69.56,76.96,6.09,6.26,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS14395,NFRAN_2574,SDR family oxidoreductase,0.24,2.56E-02,101.21,126.33,6.66,6.98,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS10625,NFRAN_2575,trehalase family glycosidase,0.33,5.48E-04,336.99,393.69,8.39,8.62,76G-FAM007505,Thaumi_prot_LH_FAM004851,N,Y,,
NFRAN_RS10630,NFRAN_2576,hypothetical protein,0.12,4.37E-01,91.79,123.14,6.49,6.94,76G-FAM010552,Thaumi_prot_LH_FAM004152,N,Y,,
NFRAN_RS10635,NFRAN_2577,cytochrome P450,0.33,2.30E-04,256.57,300.96,7.99,8.23,76G-FAM010551,Thaumi_prot_LH_FAM004151,N,Y,,
NFRAN_RS14400,0,hypothetical protein,-0.39,5.09E-01,5.15,9.93,2.25,3.15,#N/A,#N/A,#N/A,#N/A,,
NFRAN_RS10640,NFRAN_2578,EamA family transporter,-0.56,4.49E-04,5.55,11.92,2.44,3.57,76G-FAM010945,Thaumi_prot_LH_FAM004520,N,Y,,
NFRAN_RS10645,NFRAN_2580,hypothetical protein,-0.73,1.49E-03,15.98,39.05,3.95,5.27,76G-FAM035731,Thaumi_prot_LH_FAM013368,N,Y,,
NFRAN_RS10650,NFRAN_2581,VOC family protein,-1,2.18E-14,153.98,448.6,7.24,8.8,76G-FAM008554,Thaumi_prot_LH_FAM001700,N,Y,,
NFRAN_RS10655,NFRAN_2584,DDE-type integrase/transposase/recombinase,0.35,5.14E-01,2.05,2.31,0.83,1.11,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS13960,NFRAN_2586,hypothetical protein,0.81,5.65E-02,8.93,7.46,3.02,2.84,#N/A,Thaumi_prot_LH_FAM003681,#N/A,#N/A,,
NFRAN_RS10660,NFRAN_2587,hypothetical protein,0.68,3.67E-05,16260.52,14768.45,13.93,13.85,76G-FAM010419_0,Thaumi_prot_LH_FAM004011_0,N,Y,,
NFRAN_RS10665,NFRAN_2588,PsbP-related protein,-0.11,8.46E-01,2.26,3.69,1.01,1.84,76G-FAM010830,Thaumi_prot_LH_FAM004410,N,Y,,
NFRAN_RS10670,NFRAN_2589,hypothetical protein,-3.14,1.88E-01,0.02,0.26,#NUM!,#NUM!,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS10675,0,hypothetical protein,0.11,9.08E-01,2.7,3.83,1.33,1.11,76G-FAM011552,Thaumi_prot_LH_FAM005649,N,Y,,
NFRAN_RS10680,NFRAN_2592,YoaK family protein,-0.27,1.65E-01,12.74,22.4,3.63,4.48,76G-FAM011558,Thaumi_prot_LH_FAM005656,N,Y,,
NFRAN_RS10685,NFRAN_2594,hypothetical protein,-0.59,7.14E-07,80.11,175.61,6.3,7.45,76G-FAM011559,Thaumi_prot_LH_FAM005657,N,Y,,
NFRAN_RS10690,NFRAN_2596,alpha/beta fold hydrolase,0.17,3.00E-01,16.89,22.13,4.06,4.46,76G-FAM010757,Thaumi_prot_LH_FAM004341,N,Y,,
NFRAN_RS10695,NFRAN_2597,SDR family oxidoreductase,-0.02,9.32E-01,9.25,13.95,3.2,3.79,76G-FAM010299,Thaumi_prot_LH_FAM003999,N,Y,,
NFRAN_RS10700,NFRAN_2598,hypothetical protein,0.28,1.15E-02,123.81,150.4,6.95,7.23,76G-FAM010924,Thaumi_prot_LH_FAM004500,N,Y,,
NFRAN_RS10705,NFRAN_2599,EamA family transporter,-0.01,9.89E-01,2.64,3.93,1.32,1.94,76G-FAM010633,Thaumi_prot_LH_FAM002931,N,Y,,
NFRAN_RS13965,0,hypothetical protein,3.19,2.38E-30,4757.02,784.78,12.15,9.6,#N/A,Thaumi_prot_LH_FAM013369,#N/A,#N/A,,
NFRAN_RS10710,NFRAN_2600,glycosyltransferase,0.61,2.13E-06,32.06,30.75,4.98,4.93,76G-FAM009698,Thaumi_prot_LH_FAM002641,N,Y,,
NFRAN_RS10715,NFRAN_2601,hypothetical protein,0.66,1.73E-05,48.74,45.15,5.58,5.48,76G-FAM035732,Thaumi_prot_LH_FAM013370,N,Y,,
NFRAN_RS10720,NFRAN_2602,archaeal heat shock protein Hsp20,-0.26,4.96E-02,570.4,1006.99,9.14,9.97,76G-FAM000963_0,Thaumi_prot_LH_FAM001046,Y,N,,
NFRAN_RS10725,NFRAN_2603,hypothetical protein,1.15,3.49E-13,275.69,181.06,8.06,7.49,76G-FAM035733,Thaumi_prot_LH_FAM013371,N,Y,,
NFRAN_RS10730,NFRAN_2604,DDE-type integrase/transposase/recombinase,0.83,5.94E-01,0.31,0.24,#NUM!,#NUM!,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,,
NFRAN_RS10735,NFRAN_2605,archaeal heat shock protein Hsp20,-0.2,7.73E-02,171.97,290.58,7.41,8.18,76G-FAM000963_0,Thaumi_prot_LH_FAM001046,Y,N,,
NFRAN_RS10740,NFRAN_2606,hypothetical protein,0.41,9.93E-04,55.19,61.2,5.78,5.93,76G-FAM035734,Thaumi_prot_LH_FAM013372,N,Y,,
NFRAN_RS10745,NFRAN_2607,cache domain-containing protein,0.45,3.87E-04,491.49,527.76,8.93,9.03,76G-FAM010745,Thaumi_prot_LH_FAM004326,N,Y,,
NFRAN_RS10755,NFRAN_2609,methyltransferase domain-containing protein,0.48,5.52E-07,123.9,129.52,6.94,7.01,76G-FAM009734,Thaumi_prot_LH_FAM003565,N,Y,,
NFRAN_RS10760,NFRAN_2611,SLC13 family permease,-0.12,4.48E-01,16.48,26.2,4.03,4.71,76G-FAM004898,Thaumi_prot_LH_FAM003690,N,N,,
NFRAN_RS10765,NFRAN_2612,hypothetical protein,-0.3,7.00E-02,24.38,44.2,4.6,5.46,76G-FAM035736,Thaumi_prot_LH_FAM013373,N,Y,,
NFRAN_RS10770,NFRAN_2613,cation:proton antiporter,0.37,2.96E-03,147.14,167.84,7.19,7.38,76G-FAM008218,Thaumi_prot_LH_FAM000602,N,Y,,
NFRAN_RS10775,NFRAN_2614,hypothetical protein,0.23,3.42E-01,32.92,41.74,5.01,5.37,76G-FAM009721,Thaumi_prot_LH_FAM003194,N,Y,,
NFRAN_RS10780,NFRAN_2615,response regulator,0.69,2.34E-04,84.06,76.17,6.34,6.25,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,,
NFRAN_RS10785,NFRAN_2617,HAMP domain-containing sensor histidine kinase,0.11,3.65E-01,57.93,78.88,5.85,6.29,76G-FAM003578_0,Thaumi_prot_LH_FAM001699,N,N,,
NFRAN_RS10790,NFRAN_2618,hypothetical protein,0.26,3.22E-01,4.67,5.64,2.2,2.48,76G-FAM010736,Thaumi_prot_LH_FAM004844,N,Y,,
NFRAN_RS10795,NFRAN_2620,cache domain-containing protein,-0.35,1.69E-02,16.99,31.62,4.06,4.97,76G-FAM010728,Thaumi_prot_LH_FAM004313,N,Y,,
NFRAN_RS10800,NFRAN_2621,FxLYD domain-containing protein,0.08,5.29E-01,284.31,391.19,8.13,8.61,76G-FAM011116,Thaumi_prot_LH_FAM004822,N,Y,,
NFRAN_RS10805,NFRAN_2622,carboxypeptidase M32,-0.43,5.48E-04,47.44,93.08,5.53,6.54,76G-FAM002408,Thaumi_prot_LH_FAM003189,N,N,,
NFRAN_RS13970,0,hypothetical protein,-0.34,1.71E-01,26.23,47.67,4.59,5.57,#N/A,Thaumi_prot_LH_FAM001509,#N/A,#N/A,,
NFRAN_RS10815,NFRAN_2624,hypothetical protein,0.45,2.55E-04,49.63,53.41,5.63,5.74,76G-FAM010749,Thaumi_prot_LH_FAM004330,N,Y,,
NFRAN_RS10820,NFRAN_2625,hypothetical protein,-0.15,3.10E-01,81.26,132.39,6.34,7.03,76G-FAM010655,Thaumi_prot_LH_FAM004243,N,Y,,
NFRAN_RS10825,NFRAN_2626,methyltransferase,0.17,6.23E-02,114.26,148.91,6.82,7.22,76G-FAM007648,Thaumi_prot_LH_FAM003805,N,Y,,
NFRAN_RS10830,NFRAN_2627,TMEM175 family protein,-0.63,5.52E-03,12.04,26.9,3.52,4.72,76G-FAM011200,Thaumi_prot_LH_FAM004905,N,Y,,
NFRAN_RS10835,NFRAN_2628,hypothetical protein,0.72,3.66E-03,39.46,34.88,5.2,5.11,76G-FAM007459,Thaumi_prot_LH_FAM001260,N,Y,,
NFRAN_RS10840,NFRAN_2630,3-methyladenine DNA glycosylase,0.45,2.97E-03,27.43,29.71,4.76,4.89,76G-FAM010755,Thaumi_prot_LH_FAM004339,N,Y,,
NFRAN_RS10845,NFRAN_2631,aldo/keto reductase,-0.15,2.39E-01,37.85,61.29,5.22,5.94,76G-FAM008228,Thaumi_prot_LH_FAM001062,N,Y,,
NFRAN_RS10850,NFRAN_2632,VOC family protein,0,9.92E-01,6.03,8.77,2.56,3.12,76G-FAM008414,Thaumi_prot_LH_FAM003726,N,Y,,
NFRAN_RS10855,NFRAN_2633,LLM class flavin-dependent oxidoreductase,0.62,5.23E-06,18.81,17.99,4.21,4.17,76G-FAM010783,Thaumi_prot_LH_FAM004362,N,Y,,
NFRAN_RS10860,NFRAN_2634,hypothetical protein,1.14,2.00E-14,246.37,163.69,7.91,7.35,76G-FAM010828,Thaumi_prot_LH_FAM004408,N,Y,,
NFRAN_RS13975,NFRAN_2635,hypothetical protein,0.54,1.63E-01,13.12,13.25,3.66,3.66,#N/A,Thaumi_prot_LH_FAM005524,#N/A,#N/A,,
NFRAN_RS10865,NFRAN_2636,GH116 family glycosyl hydrolase,-0.07,6.00E-01,251.7,387.63,7.96,8.6,76G-FAM010355,Thaumi_prot_LH_FAM002664,N,Y,,
NFRAN_RS10870,NFRAN_2637,hypothetical protein,0.5,1.24E-02,3788.14,3855.53,11.79,11.9,76G-FAM010756,Thaumi_prot_LH_FAM004340,N,Y,,
NFRAN_RS10875,NFRAN_2638,hypothetical protein,0.12,3.45E-01,220.75,298.06,7.77,8.22,76G-FAM011064,Thaumi_prot_LH_FAM004643,N,Y,,
NFRAN_RS10880,NFRAN_2640,CHRD domain-containing protein,-1.21,2.16E-28,46.42,157.19,5.52,7.29,76G-FAM001736,Thaumi_prot_LH_FAM004342,N,Y,,
NFRAN_RS10885,NFRAN_2641,DNA polymerase domain-containing protein,-0.19,2.85E-01,16,26.86,3.97,4.74,76G-FAM001110,Thaumi_prot_LH_FAM003115,N,N,,
NFRAN_RS10890,NFRAN_2643,SIMPL domain-containing protein,0.15,2.23E-01,62.25,82.23,5.94,6.36,76G-FAM000289,Thaumi_prot_LH_FAM000607,N,Y,,
NFRAN_RS10895,NFRAN_2644,TMEM175 family protein,-0.19,4.36E-01,38.25,63.97,5.19,5.98,76G-FAM010440,Thaumi_prot_LH_FAM004037,N,Y,,
NFRAN_RS10900,NFRAN_2645,helix-turn-helix domain-containing protein,0.52,6.04E-05,175.29,179.33,7.43,7.48,76G-FAM007518,Thaumi_prot_LH_FAM000727,N,Y,,
NFRAN_RS10905,NFRAN_2646,nucleotidyltransferase family protein,-0.04,8.90E-01,4.96,7.46,2.28,2.88,76G-FAM000731_0,Thaumi_prot_LH_FAM000286,Y,N,,
NFRAN_RS10910,NFRAN_2647,dodecin family protein,1.66,7.08E-18,126.26,59.12,6.96,5.84,76G-FAM004988,Thaumi_prot_LH_FAM003091,N,Y,,
NFRAN_RS10915,NFRAN_2648,hypothetical protein,0.36,1.00E-01,13.16,14.8,3.65,3.88,76G-FAM010972,Thaumi_prot_LH_FAM004547,N,Y,,
NFRAN_RS10920,NFRAN_2649,NAD(P)-binding domain-containing protein,0.14,2.60E-01,69.15,91.9,6.1,6.52,76G-FAM003693,Thaumi_prot_LH_FAM003775,N,N,,
NFRAN_RS10925,NFRAN_2650,Mut7-C RNAse domain-containing protein,0.29,1.16E-01,18.34,22.28,4.19,4.46,76G-FAM000774,Thaumi_prot_LH_FAM001206,N,N,,
NFRAN_RS10930,NFRAN_2651,secondary thiamine-phosphate synthase enzyme YjbQ,0.49,2.42E-03,41.65,43.88,5.38,5.44,76G-FAM000259,Thaumi_prot_LH_FAM002441,N,N,,
NFRAN_RS10935,NFRAN_2652,rhodanese-like domain-containing protein,-0.55,3.69E-05,50.92,109.35,5.65,6.77,76G-FAM008592,Thaumi_prot_LH_FAM004372,N,Y,,
NFRAN_RS10940,NFRAN_2655,response regulator,-0.29,3.87E-02,67.53,120.47,6.05,6.91,76G-FAM010794,Thaumi_prot_LH_FAM004375,N,Y,,
