Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved_LH,Rank TPM
NVIE_012080,NVIE_RS05840,putative FKBP-type peptidyl-prolyl cis-trans isomerase,-0.51,6.03E-05,1141.03,2001.23,10.14,10.96,76G-FAM000320,Thaumi_prot_LH_FAM000857,Y,N,NV+NF+NM,NV+NF+NM,98
NVIE_000660,NVIE_RS00330,protein of unknown function,-0.52,1.70E-02,8.87,15.4,3.1,3.93,76G-FAM009977,Thaumi_prot_LH_FAM003035,N,Y,NV,NV,2713
NVIE_003520,NVIE_RS01720,phosphoglycerate kinase,-0.52,1.22E-05,165.49,291.45,7.36,8.18,76G-FAM000804,Thaumi_prot_LH_FAM000733,Y,N,NV+NF+NM,NV+NF+NM,864
NVIE_026340,NVIE_RS12585,"putative signal transduction response regulator, receiver domain",-0.52,2.20E-03,105.84,186.19,6.71,7.53,76G-FAM003595_0,Thaumi_prot_LH_FAM001253_0,N,N,NV+NF+NM,NV+NF+NM,1211
NVIE_013900,NVIE_RS06750,50S ribosomal protein L30p,-0.52,3.11E-05,661.66,1164.18,9.36,10.18,76G-FAM000619,Thaumi_prot_LH_FAM000206,Y,N,NV+NF+NM,NV+NF+NM,200
NVIE_022380,NVIE_RS10760,methionine--tRNA ligase,-0.52,1.85E-05,85.51,150.41,6.4,7.23,76G-FAM000267,Thaumi_prot_LH_FAM000762,N,N,NV+NF+NM,NV+NF+NM,1406
NVIE_017840,NVIE_RS08690,"xylose isomerase domain-containing protein, TIM barrel",-0.52,2.39E-04,197.14,346.8,7.61,8.43,76G-FAM011532,Thaumi_prot_LH_FAM003197,N,Y,NV,NV,726
NVIE_015090,NVIE_RS07325,major facilitator superfamily MFS_1,-0.52,9.95E-05,17.38,30.71,4.11,4.93,76G-FAM007441,Thaumi_prot_LH_FAM000103,N,Y,NV+NM,NV+NM,2430
NVIE_000160,NVIE_RS00075,hypothetical protein,-0.52,1.36E-05,132.67,233.53,7.04,7.86,76G-FAM008355,Thaumi_prot_LH_FAM000453,N,Y,NV+NM,NV+NM,1024
NVIE_030220,NVIE_RS14460,hypothetical protein,-0.52,1.01E-04,180.66,319.07,7.5,8.3,76G-FAM007459,Thaumi_prot_LH_FAM001260,N,Y,NV+NF+NM,NV+NF+NM,789
NVIE_002330,NVIE_RS01140,ammonia monooxygenase subunit C,-0.53,9.38E-04,21.54,38.09,4.41,5.24,76G-FAM007583,Thaumi_prot_LH_FAM000259,N,Y,NV+NF+NM,NV+NF+NM,2326
NVIE_029870,NVIE_RS14290,protein of unknown function,-0.53,1.24E-06,171.13,300.98,7.4,8.23,76G-FAM009730,Thaumi_prot_LH_FAM003630,N,Y,NV,NV,838
NVIE_014110,NVIE_RS06840,aspartyl/glutamyl-tRNA amidotransferase subunit B,-0.53,8.50E-08,78.05,137.47,6.28,7.1,76G-FAM002931,Thaumi_prot_LH_FAM000140,N,N,NV+NF+NM,NV+NF+NM,1467
NVIE_029190,NVIE_RS13965,archaeal thermosome,-0.53,1.58E-05,1401.72,2480.91,10.44,11.27,76G-FAM000111_0,Thaumi_prot_LH_FAM001048,Y,N,NV+NF+NM,NV+NF+NM,75
NVIE_008050,#N/A,glutamate--tRNA ligase,-0.53,7.21E-05,128.72,228.32,6.99,7.83,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1049
NVIE_028930,NVIE_RS13820,protein of unknown function,-0.53,1.21E-05,110.12,194.81,6.77,7.6,76G-FAM035432,Thaumi_prot_LH_FAM008783,N,Y,NV,NV,1186
NVIE_024610,NVIE_RS11790,protein of unknown function,-0.53,1.94E-04,119.1,209.58,6.87,7.71,76G-FAM010354,Thaumi_prot_LH_FAM003813,N,Y,NV,NV,1106
NVIE_005200,NVIE_RS02545,phosphoribosylaminoimidazole carboxylase ATPase subunit,-0.53,7.18E-06,129.68,228.84,7.01,7.84,76G-FAM005603,Thaumi_prot_LH_FAM000456,Y,Y,NV+NF+NM,NV+NF+NM,1038
NVIE_010760,NVIE_RS05200,DSBA oxidoreductase,-0.53,3.81E-05,545.14,963.74,9.08,9.91,76G-FAM004903_0,Thaumi_prot_LH_FAM000133_0,N,N,NV+NF+NM,NV+NF+NM,268
NVIE_011900,NVIE_RS05750,putative pantothenate synthetase,-0.53,3.56E-03,86.57,153.4,6.41,7.22,76G-FAM001779,Thaumi_prot_LH_FAM000834,N,N,NV+NF+NM,NV+NF+NM,1394
NVIE_021470,NVIE_RS10320,hypothetical protein,-0.53,3.13E-02,5.99,10.49,2.5,3.37,76G-FAM009551,Thaumi_prot_LH_FAM002762,N,Y,NV,NV,2839
NVIE_005970,NVIE_RS02920,aldo/keto reductase,-0.53,6.99E-06,113.94,201.6,6.83,7.65,76G-FAM002017,Thaumi_prot_LH_FAM000637,Y,N,NV+NF+NM,NV+NF+NM,1148
NVIE_004610,NVIE_RS02235,uncharacterised protein family UPF0201,-0.53,1.48E-05,104.55,185.42,6.7,7.53,76G-FAM004901,Thaumi_prot_LH_FAM002915,N,N,NV+NF,NV,1223
NVIE_014330,#N/A,protein of unknown function,-0.54,3.55E-03,37.41,66.18,5.18,6.04,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1987
NVIE_012220,NVIE_RS05915,"putative HAD-superfamily hydrolase, subfamily IIB",-0.54,3.44E-06,65.24,115.75,6.02,6.85,76G-FAM010224,Thaumi_prot_LH_FAM003639,N,Y,NV,NV,1611
NVIE_003790,NVIE_RS15130,protein of unknown function,-0.54,5.44E-03,115.71,203.77,6.8,7.65,#N/A,Thaumi_prot_LH_FAM002928,#N/A,#N/A,NA,NV,1130
NVIE_016290,NVIE_RS07915,putative fumarate hydratase,-0.54,6.35E-05,141.61,251.91,7.13,7.97,76G-FAM001586,Thaumi_prot_LH_FAM000516,N,N,NV+NF+NM,NV+NF+NM,976
NVIE_020320,NVIE_RS09755,putative beta-ketothiolase beta subunit,-0.54,8.50E-05,244.25,434.11,7.91,8.75,76G-FAM002996,Thaumi_prot_LH_FAM000997,Y,N,NV+NF+NM,NV+NF+NM,597
NVIE_002340,NVIE_RS01145,"carbohydrate kinase, YjeF-like protein",-0.54,4.16E-08,198.25,352.67,7.63,8.46,76G-FAM002571,Thaumi_prot_LH_FAM000889,Y,N,NV+NF+NM,NV+NF+NM,724
NVIE_026820,NVIE_RS12820,conserved protein of unknown function,-0.54,5.70E-01,0.44,0.8,#NUM!,-0.4,76G-FAM035403,Thaumi_prot_LH_FAM008751,N,Y,NV,NV,3141
NVIE_010220,#N/A,hypothetical protein,-0.54,6.63E-01,0.56,1.05,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3129
NVIE_017080,NVIE_RS08300,hypothetical protein,-0.54,2.61E-03,18.94,33.73,4.23,5.06,76G-FAM009817,Thaumi_prot_LH_FAM003243,N,Y,NV,NV,2396
NVIE_019410,NVIE_RS15465,protein of unknown function,-0.54,4.75E-01,1.85,3.4,0.55,1.52,#N/A,Thaumi_prot_LH_FAM008607,#N/A,#N/A,NA,NV,3044
NVIE_000030,NVIE_RS00010,Putative nitroreductase family protein,-0.54,2.57E-06,57.96,103.22,5.85,6.69,76G-FAM009559,Thaumi_prot_LH_FAM001600,N,Y,NV,NV,1701
NVIE_018650,NVIE_RS09085,precorrin-2 C20-methyltransferase,-0.54,2.87E-05,63.16,111.95,5.96,6.8,76G-FAM007435,Thaumi_prot_LH_FAM001097,N,Y,NV+NF+NM,NV+NF+NM,1638
NVIE_003060,NVIE_RS01485,protein of unknown function,-0.54,1.46E-02,6.21,10.99,2.61,3.44,76G-FAM002066,Thaumi_prot_LH_FAM003528,N,Y,NV,NV,2830
NVIE_t0280,NVIE_RS10610,tRNA-Asp,-0.54,8.64E-03,100.42,176.21,6.58,7.45,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1261
NVIE_003190,NVIE_RS01555,hypothetical protein,-0.54,1.27E-03,83.46,147.82,6.33,7.21,76G-FAM000539,Thaumi_prot_LH_FAM000240,Y,N,NV+NF+NM,NV+NF+NM,1423
NVIE_018240,NVIE_RS08855,exported protein of unknown function,-0.54,3.61E-05,20.11,35.83,4.31,5.16,76G-FAM009789,Thaumi_prot_LH_FAM003734,N,Y,NV,NV,2370
NVIE_003050,NVIE_RS01480,protein of unknown function,-0.54,6.68E-02,7.67,13.43,2.81,3.73,76G-FAM035151,Thaumi_prot_LH_FAM008445,N,Y,NV,NV,2768
NVIE_021280,NVIE_RS10220,putative integrase family protein,-0.55,2.60E-01,0.67,1.2,-0.61,0.14,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,NV+NF,NV+NF,3120
NVIE_2460,#N/A,protein of unknown function,-0.55,2.75E-04,75.18,134.76,6.23,7.06,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1496
NVIE_016770,NVIE_RS08155,protein of unknown function,-0.55,2.45E-02,18.3,32.54,4.11,5.02,76G-FAM003679,Thaumi_prot_LH_FAM002645,N,N,NV,NV,2409
NVIE_025110,NVIE_RS11995,"protein of unknown function, DUF54",-0.55,2.51E-05,45.77,82,5.5,6.34,76G-FAM000670,Thaumi_prot_LH_FAM001060,Y,N,NV+NF+NM,NV+NF+NM,1866
NVIE_008780,#N/A,protein of unknown function,-0.55,1.86E-01,5.51,9.96,2.44,3.07,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2856
NVIE_010160,NVIE_RS04940,putative TatD-like deoxyribonuclease,-0.55,8.64E-05,55.08,99.22,5.77,6.63,76G-FAM000386,Thaumi_prot_LH_FAM000035,Y,N,NV+NF+NM,NV+NF+NM,1732
NVIE_013570,NVIE_RS06575,putative nucleoside-triphosphatase,-0.55,2.09E-06,20.82,37.4,4.38,5.22,76G-FAM000777,Thaumi_prot_LH_FAM000909,N,N,NV+NF+NM,NV+NF+NM,2346
NVIE_016810,NVIE_RS08175,putative RelE protein,-0.55,5.16E-02,12.77,22.61,3.55,4.48,76G-FAM000545,Thaumi_prot_LH_FAM001232,N,N,NV,NV,2582
NVIE_004480,NVIE_RS15140,hypothetical protein,-0.55,4.00E-04,247.94,441.81,7.91,8.78,#N/A,Thaumi_prot_LH_FAM002918,#N/A,#N/A,NA,NV+NF,589
NVIE_018730,NVIE_RS09125,hypothetical protein,-0.55,3.45E-04,20.25,36.51,4.32,5.18,76G-FAM009777,Thaumi_prot_LH_FAM003168,N,Y,NV+NF,NV+NF,2364
NVIE_0211,#N/A,protein of unknown function,-0.55,1.29E-01,2.56,4.59,1.22,2.17,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2997
NVIE_013430,NVIE_RS06495,hypothetical protein,-0.55,7.23E-05,474.92,855,8.87,9.73,76G-FAM010079,Thaumi_prot_LH_FAM002686,N,Y,NV+NF,NV+NF,307
NVIE_029360,NVIE_RS14050,protein of unknown function,-0.55,7.79E-04,19.77,35.44,4.27,5.14,76G-FAM035445,Thaumi_prot_LH_FAM008794,N,Y,NV,NV,2381
NVIE_004980,NVIE_RS02430,50S ribosomal protein L6p,-0.56,1.72E-05,821.15,1474.09,9.66,10.52,76G-FAM000616,Thaumi_prot_LH_FAM000475,Y,N,NV+NF+NM,NV+NF+NM,150
NVIE_t0170,NVIE_RS05700,tRNA-Leu,-0.56,3.12E-01,5.59,9.75,2.15,3.27,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2851
NVIE_004710,NVIE_RS02290,putative histidine triad protein,-0.56,3.22E-06,113.31,204.82,6.82,7.66,76G-FAM002072_0,Thaumi_prot_LH_FAM000272,Y,N,NV+NF+NM,NV+NF+NM,1155
NVIE_000310,NVIE_RS00155,putative Rhodanese-related sulfurtransferase,-0.56,4.03E-07,101.45,183.59,6.66,7.51,76G-FAM001528_0,Thaumi_prot_LH_FAM000233_0,Y,N,NV+NF+NM,NV+NF+NM,1254
NVIE_007090,NVIE_RS03445,"Hydrogenase, membrane subunit 3-like protein (EchB-like)",-0.56,1.06E-02,7,12.82,2.79,3.64,76G-FAM003457,Thaumi_prot_LH_FAM001426,N,N,NV+NF,NV+NF,2792
NVIE_002630,NVIE_RS01275,pentapeptide repeat protein,-0.56,6.66E-07,103.24,185.15,6.67,7.53,76G-FAM010049,Thaumi_prot_LH_FAM002845,N,Y,NV+NF,NV+NF,1234
NVIE_021100,NVIE_RS10135,protein of unknown function,-0.56,4.28E-03,14.54,26.06,3.83,4.7,76G-FAM009665,Thaumi_prot_LH_FAM003587,N,Y,NV,NV,2526
NVIE_006870,NVIE_RS03330,putative AAA+ ATPase associated with various cellular activities,-0.56,1.17E-04,30.53,54.96,4.9,5.78,76G-FAM035189,Thaumi_prot_LH_FAM008481,N,Y,NV,NV,2119
NVIE_1304,#N/A,protein of unknown function,-0.56,1.84E-01,3.14,5.68,1.59,2.46,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2972
NVIE_026690,NVIE_RS12755,putative portal encoding protein,-0.56,3.51E-01,0.22,0.4,-2.38,-1.41,76G-FAM035391,Thaumi_prot_LH_FAM008737,N,Y,NV,NV,3167
NVIE_017750,NVIE_RS08645,putative protein of unknown function DUF488,-0.56,1.12E-07,45.65,82.6,5.51,6.37,76G-FAM007437,Thaumi_prot_LH_FAM001027,N,Y,NV+NF+NM,NV+NF+NM,1870
NVIE_013830,#N/A,protein of unknown function,-0.56,1.25E-01,4.42,8.04,2.08,2.95,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2904
NVIE_024870,NVIE_RS11905,protein of unknown function,-0.56,5.68E-07,26.01,46.92,4.69,5.55,76G-FAM009877,Thaumi_prot_LH_FAM003162,N,Y,NV,NV+NF,2218
NVIE_015610,NVIE_RS07605,protein of unknown function,-0.56,9.10E-05,6.68,12.01,2.72,3.59,76G-FAM009772,Thaumi_prot_LH_FAM003685,N,Y,NV,NV,2808
NVIE_018810,#N/A,protein of unknown function,-0.56,5.71E-02,7.86,14.11,2.9,3.79,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2760
NVIE_005480,NVIE_RS02685,indole-3-glycerol-phosphate synthase,-0.57,2.14E-05,94.45,171.64,6.55,7.42,76G-FAM000926,Thaumi_prot_LH_FAM000688,Y,N,NV+NF+NM,NV+NF+NM,1317
NVIE_009310,NVIE_RS04550,protein of unknown function,-0.57,7.03E-06,30.65,55.5,4.93,5.78,76G-FAM035216,Thaumi_prot_LH_FAM008508,N,Y,NV,NV,2115
NVIE_022420,NVIE_RS10780,cysteine--tRNA ligase,-0.57,2.18E-06,185.69,338.15,7.53,8.4,76G-FAM000730,Thaumi_prot_LH_FAM000731,N,N,NV+NF+NM,NV+NF+NM,764
NVIE_017200,NVIE_RS08360,putative transposase,-0.57,5.48E-04,16.21,29.36,3.99,4.87,76G-FAM011543,Thaumi_prot_LH_FAM003710,N,Y,NV,NV,2470
NVIE_019100,NVIE_RS09275,protein of unknown function,-0.57,1.55E-05,22.9,41.69,4.51,5.38,76G-FAM009758,Thaumi_prot_LH_FAM003185,N,Y,NV,NV,2294
NVIE_025360,NVIE_RS12125,protein of unknown function,-0.57,3.63E-01,1.43,2.66,0.17,1.29,76G-FAM005291,Thaumi_prot_LH_FAM003524,N,Y,NV,NV,3069
NVIE_013470,NVIE_RS06515,30S ribosomal protein S7p (modular protein),-0.57,2.53E-06,841.14,1523.97,9.7,10.57,76G-FAM000350,Thaumi_prot_LH_FAM000291,Y,N,NV+NF+NM,NV+NF+NM,147
NVIE_024100,#N/A,protein of unknown function,-0.57,7.91E-01,0.32,0.58,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3154
NVIE_025030,#N/A,protein of unknown function,-0.57,1.66E-01,6.64,11.94,2.54,3.56,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2811
NVIE_003450,NVIE_RS01685,aspartyl-tRNA synthetase,-0.57,2.24E-06,104.58,190.47,6.69,7.56,76G-FAM000816_0,Thaumi_prot_LH_FAM000143,Y,N,NV+NF+NM,NV+NF+NM,1222
NVIE_029750,NVIE_RS14230,hypothetical protein,-0.57,8.38E-06,123.08,224.94,6.94,7.81,76G-FAM007845,Thaumi_prot_LH_FAM000190,N,Y,NV+NM,NV+NM,1083
NVIE_026360,NVIE_RS12595,putative amino acid transporter,-0.57,1.89E-04,66.26,120.95,6.02,6.91,76G-FAM008046,Thaumi_prot_LH_FAM001366,N,Y,NV,NV,1597
NVIE_000090,NVIE_RS00040,putative hydroxyacylglutathione hydrolase,-0.57,5.80E-06,196.18,357.99,7.61,8.48,76G-FAM000951,Thaumi_prot_LH_FAM000888,N,N,NV+NF+NM,NV+NF+NM,732
NVIE_001370,NVIE_RS00675,"glutamate-1-semialdehyde 2,1-aminomutase",-0.57,3.01E-06,305.16,558.54,8.24,9.12,76G-FAM000269_0,Thaumi_prot_LH_FAM000622,Y,N,NV+NF+NM,NV+NF+NM,481
NVIE_014090,NVIE_RS06830,YHS domain containing protein,-0.57,3.81E-02,12.18,22.28,3.58,4.46,76G-FAM000666,Thaumi_prot_LH_FAM002002,N,N,NV+NF,NV+NF+NM,2609
NVIE_012730,NVIE_RS06170,hypothetical protein,-0.58,2.39E-04,35.16,63.93,5.12,5.99,76G-FAM004521,Thaumi_prot_LH_FAM002487,N,N,NV,NV,2026
NVIE_018570,NVIE_RS09035,hypothetical protein,-0.58,1.18E-08,64.66,118.44,6.01,6.89,76G-FAM008456,Thaumi_prot_LH_FAM001014,N,Y,NV+NM,NV+NM,1618
NVIE_026760,NVIE_RS12785,conserved protein of unknown function,-0.58,3.93E-01,1.19,2.21,0.09,0.92,76G-FAM035396,Thaumi_prot_LH_FAM008743,N,Y,NV,NV,3084
NVIE_000820,#N/A,protein of unknown function,-0.58,5.87E-01,0.56,1.06,#NUM!,-0.05,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3130
NVIE_016030,NVIE_RS07785,hypothetical protein,-0.58,4.24E-11,407.97,748.03,8.67,9.54,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,366
NVIE_1790,#N/A,fragment/protein of unknown function,-0.58,8.87E-01,0.16,0.26,#NUM!,#NUM!,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3170
NVIE_005700,NVIE_RS02795,hypothetical protein,-0.58,2.34E-09,85.7,157.62,6.42,7.3,76G-FAM007697,Thaumi_prot_LH_FAM002886,N,Y,NV,NV,1405
NVIE_008590,NVIE_RS04190,3-isopropylmalate dehydrogenase,-0.58,1.66E-07,67.03,122.59,6.05,6.94,76G-FAM000173_0,Thaumi_prot_LH_FAM000312,Y,N,NV+NF+NM,NV+NF+NM,1588
NVIE_014230,NVIE_RS06910,5-formaminoimidazole-4-carboxamide-1-(beta)-D- ribofuranosyl 5'-monophosphate ligase,-0.58,1.80E-07,146.13,267.83,7.18,8.06,76G-FAM000396_0,Thaumi_prot_LH_FAM000144,Y,N,NV+NF+NM,NV+NF+NM,950
NVIE_028280,NVIE_RS13505,conserved membrane protein of unknown function,-0.58,7.87E-04,14.73,27.06,3.85,4.75,76G-FAM007704,Thaumi_prot_LH_FAM001237,N,Y,NV+NF+NM,NV+NF+NM,2518
NVIE_013520,NVIE_RS06545,DNA-directed RNA polymerase subunit H,-0.58,2.16E-09,671.98,1229.46,9.38,10.26,76G-FAM000344,Thaumi_prot_LH_FAM000869,Y,N,NV+NF+NM,NV+NF+NM,199
NVIE_025560,NVIE_RS12225,phosphoglycolate phosphatase,-0.58,4.58E-05,44.37,80.88,5.45,6.33,76G-FAM002812,Thaumi_prot_LH_FAM000225,Y,N,NV+NF+NM,NV+NF+NM,1890
NVIE_003690,NVIE_RS01795,TRAM domain-containing protein,-0.58,3.45E-06,1774.58,3243.51,10.77,11.66,76G-FAM002411,Thaumi_prot_LH_FAM001622,N,N,NV+NF,NV+NF,56
NVIE_010860,NVIE_RS05255,50S ribosomal protein L40e,-0.58,5.02E-06,546.21,999.53,9.07,9.96,76G-FAM000965,Thaumi_prot_LH_FAM000071,N,N,NV+NF+NM,NV+NF+NM,267
NVIE_023680,NVIE_RS11340,protein of unknown function,-0.58,7.95E-04,5.24,9.6,2.37,3.26,76G-FAM010186,Thaumi_prot_LH_FAM008674,N,Y,NV,NV,2863
NVIE_004400,NVIE_RS02135,cob(I)alamin adenosyltransferase,-0.58,6.61E-05,34.22,62.68,5.08,5.96,76G-FAM003036,Thaumi_prot_LH_FAM001119,Y,N,NV+NF+NM,NV+NF+NM,2043
NVIE_007610,NVIE_RS03705,glyoxylate reductase,-0.59,6.71E-08,77.92,143.51,6.28,7.16,76G-FAM000168_0,Thaumi_prot_LH_FAM000194,Y,N,NV+NF+NM,NV+NF+NM,1469
NVIE_029730,NVIE_RS14220,hypothetical protein,-0.59,1.33E-08,188.19,345.81,7.55,8.43,76G-FAM007568,Thaumi_prot_LH_FAM000188,Y,Y,NV+NF+NM,NV+NF+NM,757
NVIE_030110,NVIE_RS14410,ornithine carbamoyltransferase,-0.59,5.61E-06,243.76,448.98,7.91,8.8,76G-FAM000126_1,Thaumi_prot_LH_FAM000209,N,N,NV+NF+NM,NV+NF+NM,599
NVIE_018250,NVIE_RS08860,exported protein of unknown function,-0.59,1.16E-06,175.67,322.25,7.44,8.32,76G-FAM010443,Thaumi_prot_LH_FAM003735,N,Y,NV+NF,NV+NF,816
NVIE_025310,NVIE_RS12100,30S ribosomal protein S6e,-0.59,1.76E-05,191.69,350.51,7.55,8.45,76G-FAM000779,Thaumi_prot_LH_FAM001109,Y,N,NV+NF+NM,NV+NF+NM,748
NVIE_008740,NVIE_RS04270,putative small nuclear ribonucleoprotein,-0.59,7.52E-08,179.41,330.22,7.48,8.36,76G-FAM000322_0,Thaumi_prot_LH_FAM000024,Y,N,NV+NF+NM,NV+NF+NM,800
NVIE_003120,NVIE_RS01515,3-hydroxypropionyl-CoA synthetase,-0.59,3.49E-06,574.31,1058.71,9.15,10.04,76G-FAM007498,Thaumi_prot_LH_FAM000098,Y,Y,NV+NF+NM,NV+NF+NM,244
NVIE_020940,NVIE_RS10060,putative DNA methylase domain protein,-0.59,1.19E-06,95.17,175.52,6.56,7.45,76G-FAM009670,Thaumi_prot_LH_FAM003276,N,Y,NV,NV,1309
NVIE_008160,NVIE_RS03980,thioredoxin reductase,-0.59,1.47E-11,400.56,738.17,8.64,9.53,76G-FAM000569_0,Thaumi_prot_LH_FAM000236,Y,N,NV+NF+NM,NV+NF+NM,371
NVIE_024850,NVIE_RS11895,protein of unknown function,-0.59,1.54E-06,20.91,38.5,4.38,5.26,76G-FAM035357,Thaumi_prot_LH_FAM008694,N,Y,NV,NV,2339
NVIE_026120,NVIE_RS12490,conserved exported protein of unknown function,-0.59,3.03E-06,72.63,134.1,6.17,7.06,76G-FAM010332,Thaumi_prot_LH_FAM002874,N,Y,NV,NV,1527
NVIE_016360,NVIE_RS07950,protein of unknown function,-0.6,1.29E-04,11.48,21.4,3.52,4.41,76G-FAM000005,Thaumi_prot_LH_FAM003103,N,Y,NV,NV,2630
NVIE_003740,NVIE_RS01820,nicotinate-nucleotide pyrophosphorylase,-0.6,5.74E-06,41.95,77.78,5.38,6.27,76G-FAM000534,Thaumi_prot_LH_FAM000527,Y,N,NV+NF+NM,NV+NF+NM,1914
NVIE_008340,NVIE_RS04070,3-hydroxybutyryl-CoA dehydratase,-0.6,3.12E-08,379.31,705.28,8.56,9.46,76G-FAM001057,Thaumi_prot_LH_FAM000097,Y,N,NV+NF+NM,NV+NF+NM,396
NVIE_014400,NVIE_RS07000,translation elongation factor EF-1 alpha,-0.6,1.93E-07,1281.5,2372.98,10.31,11.21,76G-FAM000351,Thaumi_prot_LH_FAM000263,Y,N,NV+NF+NM,NV+NF+NM,84
NVIE_004410,NVIE_RS02140,"translation initiation factor 2, subunit alpha",-0.6,1.54E-09,243.7,449.92,7.92,8.81,76G-FAM000626,Thaumi_prot_LH_FAM001120,Y,N,NV+NF+NM,NV+NF+NM,600
NVIE_020000,NVIE_RS09620,putative integrase family protein,-0.6,4.73E-01,0.24,0.46,-2.49,-1.21,76G-FAM003153,Thaumi_prot_LH_FAM002609,N,N,NV+NF,NV+NF,3163
NVIE_000200,NVIE_RS00095,30S ribosomal protein S9p,-0.6,6.16E-05,352.25,651.05,8.43,9.33,76G-FAM000440,Thaumi_prot_LH_FAM000825,Y,N,NV+NF+NM,NV+NF+NM,423
NVIE_007670,NVIE_RS03735,DNA/RNA-binding protein Alba,-0.6,1.10E-03,191.92,353.63,7.52,8.45,76G-FAM000248_0,Thaumi_prot_LH_FAM000184,Y,N,NV+NF+NM,NV+NF+NM,746
NVIE_008020,#N/A,"putative Arginase family hydrolase, arginase/agmainase/formiminoglutamate hydrolase",-0.6,2.74E-03,5.76,10.77,2.5,3.41,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2843
NVIE_021890,NVIE_RS10525,GTP cyclohydrolase III,-0.6,2.91E-12,103.16,191.74,6.69,7.58,76G-FAM007541,Thaumi_prot_LH_FAM000984,Y,Y,NV+NF+NM,NV+NF+NM,1235
NVIE_025850,#N/A,protein of unknown function,-0.6,2.98E-04,99.57,186.29,6.61,7.54,#N/A,#N/A,#N/A,#N/A,NA,#N/A,1265
NVIE_007690,NVIE_RS03745,protein of unknown function,-0.6,1.19E-05,89.63,165.83,6.46,7.37,76G-FAM009972,Thaumi_prot_LH_FAM003538,N,Y,NV+NF,NV+NF,1372
NVIE_010890,NVIE_RS05270,adenosylhomocysteinase,-0.6,5.56E-10,163.35,303.21,7.34,8.24,76G-FAM000892,Thaumi_prot_LH_FAM000763,Y,N,NV+NF+NM,NV+NF+NM,874
NVIE_011670,NVIE_RS05640,NADH-quinone oxidoreductase subunit A,-0.6,2.31E-05,135.35,250.42,7.04,7.96,76G-FAM002484,Thaumi_prot_LH_FAM000927,N,N,NV+NF+NM,NV+NF+NM,1004
NVIE_024940,#N/A,protein of unknown function,-0.6,3.16E-01,1.95,3.68,0.8,1.76,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3038
NVIE_026720,NVIE_RS12770,Protease/major capsid protein,-0.6,2.03E-08,15.33,28.55,3.93,4.83,76G-FAM035393,Thaumi_prot_LH_FAM008740,N,Y,NV,NV,2504
NVIE_2200,#N/A,protein of unknown function,-0.61,5.11E-01,1.25,2.37,#NUM!,0.91,#N/A,#N/A,#N/A,#N/A,NA,#N/A,3079
NVIE_011990,NVIE_RS05795,protein of unknown function,-0.61,1.87E-02,1.87,3.47,0.86,1.76,76G-FAM035239,Thaumi_prot_LH_FAM008530,N,Y,NV,NV,3043
NVIE_007490,#N/A,protein of unknown function,-0.61,1.71E-01,4.83,8.99,2.19,3.12,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2882
NVIE_005170,NVIE_RS02530,protein of unknown function DUF371,-0.61,3.06E-06,27.34,50.87,4.75,5.67,76G-FAM002740,Thaumi_prot_LH_FAM000547,N,N,NV+NF+NM,NV+NF+NM,2189
NVIE_024340,NVIE_RS11665,aspartate-semialdehyde dehydrogenase,-0.61,2.42E-07,916.78,1714.73,9.83,10.74,76G-FAM000487,Thaumi_prot_LH_FAM001153,Y,N,NV+NF+NM,NV+NF+NM,132
NVIE_t0330,NVIE_RS13215,tRNA-Lys,-0.61,3.02E-03,35.39,65.43,5.12,6.01,#N/A,#N/A,#N/A,#N/A,NA,#N/A,2017
NVIE_0702,NVIE_RS03355,protein of unknown function,-0.61,1.24E-04,11.8,22.05,3.55,4.46,76G-FAM010143,Thaumi_prot_LH_FAM003563,N,Y,NV,NV,2619
NVIE_005000,NVIE_RS02440,30S ribosomal protein S14p,-0.61,8.79E-06,298.53,556.09,8.19,9.11,76G-FAM000580,Thaumi_prot_LH_FAM000473,N,N,NV+NF+NM,NV+NF+NM,489
