Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,,,baseMean,lfcSE,stat,pvalue
NMAR_RS07390,Nmar_1378,metallophosphoesterase,-0.45,0.128852655,8.345710342,14.50066342,2.91,3.849467781,76G-FAM000848,Thaumi_prot_LH_FAM001739,N,Y,,,,,,,,,,,,144.0815367,0.232761032,-1.926183625,0.05408145
NMAR_RS07395,Nmar_1379,isocitrate/isopropylmalate family dehydrogenase,0.04,0.864617717,73.57448536,98.50740092,6.17,6.607535177,76G-FAM000173_0,Thaumi_prot_LH_FAM000312,Y,N,,,,,,,,,,,,1683.956863,0.140523108,0.279270933,0.780036911
NMAR_RS07400,Nmar_1380,HemK2/MTQ2 family protein methyltransferase,0.43,0.539123345,2.648863184,2.557767997,1.22,1.223282679,76G-FAM000817,Thaumi_prot_LH_FAM000311,N,N,,,,,,,,,,,,25.00746068,0.482919154,0.891168355,0.372838858
NMAR_RS07405,Nmar_1381,rRNA adenine dimethyltransferase family protein,0.57,0.078768663,8.473890702,7.636303222,2.99,2.882529162,76G-FAM001726,Thaumi_prot_LH_FAM000310,N,N,,,,,,,,,,,,101.9331054,0.262689356,2.187065346,0.028737754
NMAR_RS07410,Nmar_1382,DUF655 domain-containing protein,-0.38,0.196252616,17.70549434,32.99949895,4.03,5.000497578,76G-FAM000475,Thaumi_prot_LH_FAM000309,Y,N,,,,,,,,,,,,267.0330969,0.225499637,-1.685233381,0.091943553
NMAR_RS07415,Nmar_1383,RNA polymerase Rpb4,-0.14,0.622286998,65.63450627,101.4239227,5.94,6.647394259,76G-FAM000474,Thaumi_prot_LH_FAM000308,Y,N,,,,,,,,,,,,411.1719632,0.188564094,-0.732945061,0.463591938
NMAR_RS07420,Nmar_1384,50S ribosomal protein L21e,-0.05,0.763786814,281.2450288,391.3737409,8.09,8.602130268,76G-FAM000473,Thaumi_prot_LH_FAM000307,N,N,,,,,,,,,,,,2004.80463,0.1033299,-0.464709463,0.64213953
NMAR_RS07425,Nmar_1385,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,1.16,4.45E-15,48.58719143,31.29838451,5.55,4.946146684,76G-FAM008086,Thaumi_prot_LH_FAM001514,N,Y,,,,,,,,,,,,698.5404218,0.141293181,8.245054319,1.65E-16
NMAR_RS07430,Nmar_1386,DNA repair and recombination protein RadA,1.3,8.06E-27,2914.368302,1682.064836,11.48,10.70835446,76G-FAM000769,Thaumi_prot_LH_FAM000147,N,N,,,,,,,,,,,,51943.51577,0.117641037,11.06967608,1.76E-28
NMAR_RS07435,Nmar_1387,30S ribosomal protein S30e,0.55,0.006156849,89.94235122,86.24034916,6.43,6.397061544,76G-FAM000204,Thaumi_prot_LH_FAM000363,Y,N,,,,,,,,,,,,328.4037125,0.171591508,3.222604158,0.00127031
NMAR_RS07440,Nmar_1388,radical SAM protein,-0.19,0.236058422,147.2479921,234.2687644,7.14,7.859902585,76G-FAM000054_0,Thaumi_prot_LH_FAM000365,Y,N,,,,,,,,,,,,6135.205089,0.119951227,-1.56360967,0.117909263
NMAR_RS07445,Nmar_1389,dihydroorotate dehydrogenase electron transfer subunit,0,0.999128734,32.75229907,45.27229939,4.95,5.497060198,76G-FAM000125,Thaumi_prot_LH_FAM000366,N,N,,,,,,,,,,,,596.9692354,0.169299406,0.00109197,0.999128734
NMAR_RS07450,Nmar_1390,dihydroorotate dehydrogenase,0.43,0.039917251,36.02524744,36.86427225,5.12,5.177680383,76G-FAM001920,Thaumi_prot_LH_FAM000367,N,N,,,,,,,,,,,,614.420071,0.171797387,2.500172306,0.012413291
NMAR_RS07455,Nmar_1391,ribonucleotide-diphosphate reductase subunit beta,-0.46,0.025601864,19.66393478,37.34762124,4.21,5.211673851,76G-FAM000286,Thaumi_prot_LH_FAM000368,N,N,,,,,,,,,,,,753.7585773,0.17243985,-2.691128292,0.00712108
NMAR_RS07460,Nmar_1392,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,-0.63,0.125313533,6.330281523,13.8258824,2.64,3.784038385,76G-FAM000285,Thaumi_prot_LH_FAM000369,N,N,,,,,,,,,,,,133.1354154,0.322255947,-1.942417148,0.052086621
NMAR_RS07465,Nmar_1393,ribonuclease HII,-1.19,0.030766486,7.116072772,9.497699864,2.06,3.1454341,76G-FAM000284,Thaumi_prot_LH_FAM000370,N,N,,,,,,,,,,,,50.66407994,0.45432889,-2.614252522,0.008942292
NMAR_RS07470,Nmar_1394,tRNA (guanine(10)-N(2))-dimethyltransferase,-0.22,0.600756675,5.630757366,8.212056473,2.25,3.011981311,76G-FAM000282,Thaumi_prot_LH_FAM000371,N,N,,,,,,,,,,,,117.3173673,0.284879069,-0.776521355,0.437441217
NMAR_RS07475,Nmar_1395,RlmE family RNA methyltransferase,0.67,0.00081737,52.37450544,49.09392194,5.71,5.606608116,76G-FAM000281,Thaumi_prot_LH_FAM000372,N,N,,,,,,,,,,,,601.4473258,0.175073199,3.829628067,0.000128337
NMAR_RS09965,Nmar_1396,transcriptional regulator,-0.16,0.480093312,19.80803584,31.17610791,4.26,4.947700836,76G-FAM000280,#N/A,N,N,,,,,,,,,,,,406.0380094,0.159815969,-1.003899287,0.31542716
NMAR_RS07485,Nmar_1397,hypothetical protein,0.43,0.053686283,66.08359262,68.38581065,5.98,6.06265601,76G-FAM008087,Thaumi_prot_LH_FAM001743,N,Y,,,,,,,,,,,,600.9346773,0.18191955,2.362171732,0.018168224
NMAR_RS07490,Nmar_1398,AAA family ATPase,0.34,0.037523487,23.47706367,26.16011719,4.48,4.699916819,76G-FAM008088,Thaumi_prot_LH_FAM000434,N,Y,,,,,,,,,,,,969.6711513,0.132882758,2.527209556,0.011497288
NMAR_RS07495,Nmar_1399,biofilm-associated protein,1.34,2.33E-21,146.8898515,84.04859012,7.15,6.379892311,76G-FAM008089,Thaumi_prot_LH_FAM000433,N,Y,,,,,,,,,,,,4653.419443,0.136435108,9.855257591,6.50E-23
NMAR_RS07500,Nmar_1400,adenine phosphoribosyltransferase,1.18,1.29E-06,23.8891335,14.86146189,4.47,3.82703723,76G-FAM002671,Thaumi_prot_LH_FAM000432,Y,N,,,,,,,,,,,,170.5778517,0.221229118,5.314069481,1.07E-07
NMAR_RS07505,Nmar_1401,S-methyl-5'-thioadenosine phosphorylase,0.47,0.006307698,49.54949272,47.86676938,5.57,5.560148751,76G-FAM001813,Thaumi_prot_LH_FAM000431,Y,N,,,,,,,,,,,,716.8203876,0.145053078,3.211483831,0.001320514
NMAR_RS07510,Nmar_1402,hypothetical protein,-0.23,0.826211414,4.217390243,4.457895247,1.92,2.059946861,76G-FAM007580,Thaumi_prot_LH_FAM000430,Y,Y,,,,,,,,,,,,26.89219766,0.657910898,-0.346705594,0.728812507
NMAR_RS07515,Nmar_1403,hypothetical protein,-0.85,0.113394817,4.497952429,9.990356363,1.99,3.295894839,76G-FAM007579,Thaumi_prot_LH_FAM000429,Y,Y,,,,,,,,,,,,52.00613699,0.422759056,-2.001225786,0.045368063
NMAR_RS07520,Nmar_1404,hypothetical protein,-1.36,0.001148112,3.655627686,14.31507071,1.76,3.771366131,76G-FAM007578,Thaumi_prot_LH_FAM000428,N,Y,,,,,,,,,,,,58.59245265,0.363264737,-3.733258439,0.000189018
NMAR_RS07525,Nmar_1405,hypothetical protein,0.96,0.467065704,2.39807037,2.141448372,#NUM!,#NUM!,76G-FAM007473,Thaumi_prot_LH_FAM000427,N,Y,,,,,,,,,,,,9.936801548,0.926991611,1.032401797,0.30188393
NMAR_RS07530,Nmar_1406,Hsp20/alpha crystallin family protein,0.38,0.098034602,85.0826514,90.56737442,6.29,6.49132557,76G-FAM007577,Thaumi_prot_LH_FAM001745,N,Y,,,,,,,,,,,,638.2503854,0.182149481,2.077999037,0.037709448
NMAR_RS07535,Nmar_1407,DNA topoisomerase IV subunit A,-0.03,0.894605176,46.43437508,65.62974259,5.48,6.033449103,76G-FAM000671,Thaumi_prot_LH_FAM000426,Y,N,,,,,,,,,,,,1161.986013,0.117042553,-0.215796648,0.829146261
NMAR_RS07540,Nmar_1408,DNA topoisomerase VI subunit B,-0.07,0.686225954,46.92429419,68.4175099,5.5,6.08983914,76G-FAM000705,Thaumi_prot_LH_FAM001746,N,N,,,,,,,,,,,,2006.496687,0.110866735,-0.609465193,0.542216137
NMAR_RS07545,Nmar_1409,KH domain-containing protein,-0.19,0.471407337,18.42200818,30.1469607,4.19,4.909211998,76G-FAM000706,Thaumi_prot_LH_FAM000423,Y,N,,,,,,,,,,,,253.4405829,0.181666531,-1.023453736,0.306093363
NMAR_RS07550,Nmar_1410,serine protein kinase RIO,-0.19,0.550207443,10.64973857,15.5061142,3.29,3.941111379,76G-FAM000704,Thaumi_prot_LH_FAM000422,N,N,,,,,,,,,,,,184.4970681,0.219048504,-0.872344579,0.383020425
NMAR_RS07555,Nmar_1411,DUF424 domain-containing protein,-0.31,0.646043223,3.639846017,5.973574471,1.69,2.556255763,76G-FAM000939,Thaumi_prot_LH_FAM000448,Y,N,,,,,,,,,,,,26.41140158,0.456166922,-0.682838481,0.494708911
NMAR_RS07560,Nmar_1412,translation initiation factor IF-2,0.27,0.12407803,67.23077435,78.1837843,6.02,6.275112281,76G-FAM000891,Thaumi_prot_LH_FAM000447,Y,N,,,,,,,,,,,,578.3311874,0.140625621,1.949843315,0.051194797
NMAR_RS09970,Nmar_1413,DUF5679 domain-containing protein,-0.79,6.66E-09,852.1246909,2100.808547,9.69,11.01788395,76G-FAM002530,#N/A,N,N,,,,,,,,,,,,4092.390009,0.126984425,-6.23682931,4.47E-10
NMAR_RS07565,Nmar_1414,hypothetical protein,0.01,0.976383958,24.63215161,33.08023814,4.51,5.040328758,76G-FAM008090,Thaumi_prot_LH_FAM000821,N,Y,,,,,,,,,,,,254.6860706,0.215617999,0.048893805,0.961003926
NMAR_RS07570,Nmar_1415,DUF373 family protein,-0.98,3.38E-13,95.62922335,269.9209603,6.55,8.059082023,76G-FAM000271,Thaumi_prot_LH_FAM000819,Y,N,,,,,,,,,,,,3837.030655,0.127549674,-7.694158947,1.42E-14
NMAR_RS07575,Nmar_1416,polyprenyl diphosphate synthase,-0.28,0.200611857,39.79648072,68.20737148,5.25,6.078232984,76G-FAM000287,Thaumi_prot_LH_FAM000818,Y,N,,,,,,,,,,,,683.263175,0.166054125,-1.671112809,0.094699398
NMAR_RS07580,Nmar_1417,NUDIX domain-containing protein,0.1,0.787212329,10.0029554,14.52838366,3.3,3.819788125,76G-FAM000953,Thaumi_prot_LH_FAM000817,N,N,,,,,,,,,,,,148.9753226,0.23676514,0.424487236,0.671210512
NMAR_RS07585,Nmar_1418,orotidine 5'-phosphate decarboxylase,0.55,0.002030905,41.0833273,41.5775319,5.34,5.357900141,76G-FAM001922,Thaumi_prot_LH_FAM000816,Y,N,,,,,,,,,,,,546.7312058,0.153989117,3.568432423,0.000359123
NMAR_RS07590,Nmar_1419,hypothetical protein,0.22,0.295251476,71.11519275,87.34376075,6.13,6.412392669,76G-FAM002642,Thaumi_prot_LH_FAM000815,Y,N,,,,,,,,,,,,1010.535395,0.153738951,1.421626879,0.155134597
NMAR_RS07595,Nmar_1420,adenylosuccinate synthetase,0.67,4.87E-09,118.9943216,105.9532395,6.86,6.722241319,76G-FAM000394,Thaumi_prot_LH_FAM000814,Y,N,,,,,,,,,,,,2136.796368,0.106455677,6.288039458,3.22E-10
NMAR_RS07600,Nmar_1421,hypothetical protein,0.21,0.386626835,24.59590424,31.89320601,4.6,4.974771896,76G-FAM007510,Thaumi_prot_LH_FAM000813,N,Y,,,,,,,,,,,,260.094281,0.171925598,1.208612117,0.226811899
NMAR_RS07605,Nmar_1422,Fe(2+)-trafficking protein,-0.1,0.707000268,74.62293745,111.2397465,6.2,6.793456386,76G-FAM002811,Thaumi_prot_LH_FAM001750,Y,N,,,,,,,,,,,,530.1272471,0.181765072,-0.571571949,0.567612004
NMAR_RS07610,Nmar_1423,hypothetical protein,2.56,1.67E-75,271.6705147,65.69108984,8.03,6.005822331,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,1399.319954,0.137184178,18.67684527,7.64E-78
NMAR_RS07615,Nmar_1424,hypothetical protein,0.44,0.233820572,20.05059027,21.96498126,4.25,4.429942096,76G-FAM007836,Thaumi_prot_LH_FAM000329,Y,Y,,,,,,,,,,,,84.77439076,0.280348248,1.572943848,0.115731821
NMAR_RS07620,Nmar_1425,hypothetical protein,-0.03,0.933792324,9.234172589,11.98046239,3.11,3.53986865,76G-FAM002423,Thaumi_prot_LH_FAM000812,N,N,,,,,,,,,,,,117.0140864,0.257037218,-0.128527878,0.897731238
NMAR_RS07625,Nmar_1426,winged helix-turn-helix domain-containing protein,-1.68,5.88E-17,30.33133801,122.4599955,4.78,6.918547648,76G-FAM001591_0,Thaumi_prot_LH_FAM000595,Y,N,,,,,,,,,,,,371.0263345,0.19208466,-8.760569066,1.94E-18
NMAR_RS07630,Nmar_1427,L-threonylcarbamoyladenylate synthase,0.09,0.787735645,19.14693914,26.48686051,4.22,4.709917378,76G-FAM000181,Thaumi_prot_LH_FAM001751,N,N,,,,,,,,,,,,249.2718604,0.206979675,0.422528936,0.672638984
NMAR_RS07635,Nmar_1428,THUMP domain-containing protein,0.32,0.303701344,13.30620719,13.46051684,3.71,3.718131166,76G-FAM000411,Thaumi_prot_LH_FAM000757,Y,N,,,,,,,,,,,,145.9360815,0.232269048,1.397601733,0.162232698
NMAR_RS07640,Nmar_1429,KEOPS complex subunit Cgi121,-0.45,0.231896676,5.089598796,8.719782353,2.3,3.062263589,76G-FAM008091,Thaumi_prot_LH_FAM000756,N,Y,,,,,,,,,,,,94.47307811,0.283729956,-1.579142094,0.114303468
NMAR_RS07645,Nmar_1430,hypothetical protein,-0.54,0.002620277,88.1896852,185.515602,6.42,7.522456072,76G-FAM000180,Thaumi_prot_LH_FAM001752,Y,N,,,,,,,,,,,,977.3088699,0.154436154,-3.489838097,0.000483313
NMAR_RS07650,Nmar_1431,TatD family hydrolase,0.14,0.638727604,14.18015882,18.28755915,3.74,4.179507725,76G-FAM000386,Thaumi_prot_LH_FAM000035,Y,N,,,,,,,,,,,,227.7393411,0.194989559,0.698462945,0.484887723
NMAR_RS07655,Nmar_1432,histone,-0.58,0.139981783,73.61700664,47.98957338,5.71,5.533415475,76G-FAM000859,Thaumi_prot_LH_FAM000036,Y,N,,,,,,,,,,,,149.2268797,0.308400978,-1.882122013,0.059819451
NMAR_RS07660,Nmar_1433,hypothetical protein,0.91,0.004032876,19.08370679,16.4268824,3.85,3.798701252,76G-FAM008722,Thaumi_prot_LH_FAM002108,N,Y,,,,,,,,,,,,371.1849075,0.272349248,3.359252124,0.000781537
NMAR_RS07665,Nmar_1434,hypothetical protein,-0.83,0.095668602,3.738813742,9.002566033,1.63,3.131702791,76G-FAM008933,Thaumi_prot_LH_FAM002109,N,Y,,,,,,,,,,,,54.14248584,0.39826125,-2.090685171,0.036556295
NMAR_RS07670,Nmar_1435,hypothetical protein,-1.32,0.002517523,1.67239911,6.022468764,0.54,2.544283304,76G-FAM008934,Thaumi_prot_LH_FAM002110,N,Y,,,,,,,,,,,,67.26390495,0.377913006,-3.501987255,0.000461802
NMAR_RS07675,Nmar_1436,PEFG-CTERM sorting domain-containing protein,-0.46,0.119121138,3.281271496,6.363488991,1.62,2.656446109,76G-FAM028490,Thaumi_prot_LH_FAM006614,N,Y,,,,,,,,,,,,152.6263495,0.234306095,-1.973731251,0.04841231
NMAR_RS07680,Nmar_1437,hypothetical protein,-0.24,0.484950544,11.18464533,18.49632961,3.35,4.187662038,76G-FAM008712,Thaumi_prot_LH_FAM002111,N,Y,,,,,,,,,,,,252.2259742,0.24264677,-0.989712444,0.322314691
NMAR_RS07685,Nmar_1438,redoxin family protein,0.7,0.216598324,5.919983648,5.343578676,2.42,2.276178706,76G-FAM028491,Thaumi_prot_LH_FAM006615,N,Y,,,,,,,,,,,,51.27449691,0.430633673,1.62325168,0.104535614
NMAR_RS07690,Nmar_1439,VOC family protein,-0.08,0.795661895,44.19280558,64.74104724,5.36,5.993643057,76G-FAM008806,Thaumi_prot_LH_FAM006616,N,Y,,,,,,,,,,,,424.4742668,0.199159055,-0.408560441,0.682862266
NMAR_RS07695,0,hypothetical protein,-2.67,0.002771993,3.284638591,33.477449,#NUM!,4.921279192,#N/A,Thaumi_prot_LH_FAM002112,#N/A,#N/A,,,,,,,,,,,,84.33629467,0.768295241,-3.473292551,0.000514115
NMAR_RS07700,Nmar_1440,ATP-binding protein,-2.12,1.04E-09,1.22730202,6.058257035,0.03,2.565222869,76G-FAM008935,Thaumi_prot_LH_FAM001716,N,Y,,,,,,,,,,,,71.76148938,0.323960487,-6.53691797,6.28E-11
NMAR_RS07705,Nmar_1441,hypothetical protein,-0.13,0.818038843,3.568128518,5.495912655,1.65,2.361734972,76G-FAM028492,Thaumi_prot_LH_FAM006617,N,Y,,,,,,,,,,,,74.11886834,0.355790354,-0.36187336,0.717446669
NMAR_RS07710,0,hypothetical protein,2.33,0.28103196,1.307880445,0.196010914,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM002105,#N/A,#N/A,,,,,,,,,,,,3.742700362,1.602613844,1.454829458,0.145716481
NMAR_RS07715,Nmar_1442,hypothetical protein,0.81,0.029757734,17.16868427,14.19477392,3.94,3.804137229,76G-FAM008936,Thaumi_prot_LH_FAM002113,N,Y,,,,,,,,,,,,96.0812788,0.309175518,2.630412542,0.008528131
NMAR_RS07720,Nmar_1443,plastocyanin/azurin family copper-binding protein,0.5,0.001134635,251.169786,256.5762785,7.95,7.989843982,76G-FAM002825_0,Thaumi_prot_LH_FAM000003_0,Y,N,,,,,,,,,,,,2219.021075,0.135009316,3.737007894,0.000186223
NMAR_RS07725,Nmar_1444,AIPR family protein,0.84,1.50E-12,165.790425,130.0509736,7.31,7.005107926,76G-FAM008092,Thaumi_prot_LH_FAM001753,N,Y,,,,,,,,,,,,4843.997324,0.112666997,7.493323913,6.72E-14
NMAR_RS09835,0,hypothetical protein,-0.33,0.482899384,15.41510754,20.50048418,3.82,4.259874408,#N/A,Thaumi_prot_LH_FAM002114,#N/A,#N/A,,,,,,,,,,,,131.8896775,0.33235184,-0.995024104,0.319724541
NMAR_RS07730,Nmar_1445,hypothetical protein,0.22,0.32775037,65.22637528,74.14327032,5.95,6.206766317,76G-FAM007767,Thaumi_prot_LH_FAM000597,N,Y,,,,,,,,,,,,765.1098506,0.160978012,1.343232044,0.179196849
NMAR_RS07735,Nmar_1446,transcriptional regulator,0.68,0.001501189,126.9404429,119.644125,6.97,6.828846261,76G-FAM001591_0,Thaumi_prot_LH_FAM000595,Y,N,,,,,,,,,,,,1043.951873,0.18595358,3.655118272,0.000257063
NMAR_RS07740,0,hypothetical protein,0.31,0.488924358,73.6479588,38.26706111,5.92,5.120982274,#N/A,Thaumi_prot_LH_FAM002115,#N/A,#N/A,,,,,,,,,,,,113.0645557,0.314469304,0.983819519,0.32520426
NMAR_RS07745,0,hypothetical protein,0.93,0.000311025,73.45984003,52.09830303,6.13,5.681093421,#N/A,Thaumi_prot_LH_FAM000594,#N/A,#N/A,,,,,,,,,,,,233.6086566,0.226434475,4.090675014,4.30E-05
NMAR_RS07750,Nmar_R0035,tRNA-Thr,1.07,0.386684215,145.3525239,53.47510332,5.85,5.691832403,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,9.791820629,0.88285182,1.207254454,0.227334165
NMAR_RS07755,Nmar_1447,phosphomannomutase,1.09,5.29E-07,15.89384344,11.56539035,3.99,3.505473768,76G-FAM002304,Thaumi_prot_LH_FAM000593,Y,N,,,,,,,,,,,,354.8107584,0.198577274,5.483695861,4.17E-08
NMAR_RS07760,Nmar_1448,thiamine-phosphate kinase,1.07,5.50E-10,25.68543291,17.56706358,4.64,4.115340991,76G-FAM000825,Thaumi_prot_LH_FAM000592,Y,N,,,,,,,,,,,,398.1814407,0.160489921,6.637804113,3.18E-11
NMAR_RS07765,Nmar_1449,hypothetical protein,-1.44,5.75E-17,37.37240633,123.9036692,5.13,6.934935225,76G-FAM008096,Thaumi_prot_LH_FAM002116,N,Y,,,,,,,,,,,,515.1900034,0.164601953,-8.764836985,1.87E-18
NMAR_RS07770,0,30S ribosomal protein S11,0.18,0.440075363,581.8011157,750.2463804,9.18,9.547646429,#N/A,Thaumi_prot_LH_FAM000591,#N/A,#N/A,,,,,,,,,,,,7200.857627,0.16811413,1.085431723,0.277730488
NMAR_RS07775,Nmar_1451,hypothetical protein,0.57,0.301710791,17.82194082,13.32642355,4.03,3.675863742,76G-FAM008097,Thaumi_prot_LH_FAM000590,N,Y,,,,,,,,,,,,61.26269703,0.40996871,1.402317567,0.160820437
NMAR_RS07780,Nmar_1452,DNA-binding protein,0.65,0.036945,27.1509477,24.99534184,4.7,4.63272065,76G-FAM000025_0,Thaumi_prot_LH_FAM000589,Y,N,,,,,,,,,,,,190.9356081,0.254394154,2.536751701,0.011188628
NMAR_RS07785,Nmar_1453,RtcB family protein,1.18,1.91E-15,56.02819651,35.20262173,5.77,5.13620562,76G-FAM000491,Thaumi_prot_LH_FAM000588,Y,N,,,,,,,,,,,,1262.164501,0.140872862,8.350379921,6.80E-17
NMAR_RS07790,Nmar_1454,hypothetical protein,-0.19,0.898267287,5.531125356,5.062322967,#NUM!,1.889529368,76G-FAM008098,Thaumi_prot_LH_FAM002117,N,Y,,,,,,,,,,,,17.98479279,0.9107363,-0.207935881,0.835279032
NMAR_RS07795,Nmar_1455,adenylosuccinate lyase,0.6,1.07E-06,67.62493959,62.07954685,6.03,5.951309677,76G-FAM000205,Thaumi_prot_LH_FAM000586,N,N,,,,,,,,,,,,1675.406012,0.11220393,5.351133617,8.74E-08
NMAR_RS09840,0,hypothetical protein,0.97,0.36588839,7.924825816,2.297522283,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM001852,#N/A,#N/A,,,,,,,,,,,,17.89886334,0.771999252,1.251143645,0.210882074
NMAR_RS07800,Nmar_1456,DM13 domain-containing protein,-0.14,0.622292923,11.61971497,17.82848255,3.51,4.137962343,76G-FAM028493,Thaumi_prot_LH_FAM006618,N,Y,,,,,,,,,,,,269.5768562,0.197255604,-0.731964811,0.464190046
NMAR_RS07805,Nmar_1457,class I SAM-dependent methyltransferase,0.56,0.010583488,15.15251214,14.31355882,3.85,3.834525659,76G-FAM008937,Thaumi_prot_LH_FAM002118,N,Y,,,,,,,,,,,,281.483707,0.183686785,3.029169383,0.002452272
NMAR_RS07810,Nmar_1458,hypothetical protein,1.33,3.11E-12,2294.896851,1282.603116,11.06,10.29582461,76G-FAM028494,Thaumi_prot_LH_FAM002119,N,Y,,,,,,,,,,,,9778.681655,0.180584654,7.391432822,1.45E-13
NMAR_RS07815,Nmar_1459,hypothetical protein,-1.18,0.004786387,3.854497092,12.53910715,1.79,3.631709046,76G-FAM008588,Thaumi_prot_LH_FAM002120,N,Y,,,,,,,,,,,,59.85688754,0.358013493,-3.30393301,0.000953386
NMAR_RS07820,Nmar_1460,hypothetical protein,-0.47,0.19981913,3.662147569,6.480690507,1.79,2.635151998,76G-FAM028495,Thaumi_prot_LH_FAM006619,N,Y,,,,,,,,,,,,88.63243148,0.279089507,-1.6735267,0.094223655
NMAR_RS07825,Nmar_1461,hypothetical protein,-0.53,0.154462803,4.411540073,8.214715989,2.09,2.999147854,76G-FAM028496,Thaumi_prot_LH_FAM006620,N,Y,,,,,,,,,,,,85.28500468,0.288700912,-1.82261087,0.068362348
NMAR_RS07830,Nmar_1462,hypothetical protein,-0.19,0.410872878,9.898022737,16.08858427,3.25,4.004959088,76G-FAM008938,Thaumi_prot_LH_FAM006621,N,Y,,,,,,,,,,,,439.8820082,0.166005596,-1.150070856,0.250114689
NMAR_RS07835,Nmar_1463,VOC family protein,-0.25,0.339484241,37.94885412,62.10663216,5.19,5.946881157,76G-FAM002507,Thaumi_prot_LH_FAM001756,N,N,,,,,,,,,,,,358.7643551,0.187882897,-1.315409385,0.188372353
NMAR_RS07840,Nmar_1464,hypothetical protein,2.3,2.01E-18,47.17677987,13.60682887,5.39,3.748031446,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,217.3922253,0.252082558,9.141963055,6.13E-20
NMAR_RS09845,0,hypothetical protein,1.67,6.25E-05,12.91882358,11.67148651,3.44,3.183689922,#N/A,Thaumi_prot_LH_FAM002121,#N/A,#N/A,,,,,,,,,,,,40.65595889,0.372738893,4.488397597,7.18E-06
NMAR_RS07845,Nmar_1465,hypothetical protein,-1.53,6.60E-11,20.38833902,75.47192319,4.17,6.215061907,76G-FAM008939,Thaumi_prot_LH_FAM002122,N,Y,,,,,,,,,,,,346.8784336,0.22060534,-6.953923586,3.55E-12
NMAR_RS07850,Nmar_1466,asparagine synthase C-terminal domain-containing protein,-0.46,0.274548084,5.840640541,10.55875732,2.41,3.290989895,76G-FAM008099,Thaumi_prot_LH_FAM000585,N,Y,,,,,,,,,,,,109.9869605,0.310556809,-1.46986348,0.141598732
NMAR_RS07855,Nmar_1467,thermonuclease family protein,-0.26,0.235903913,21.13608957,36.10098647,4.37,5.160642439,76G-FAM000718,Thaumi_prot_LH_FAM002123,N,Y,,,,,,,,,,,,415.7126791,0.164650571,-1.564522726,0.11769486
NMAR_RS07860,Nmar_1468,4a-hydroxytetrahydrobiopterin dehydratase,-0.04,0.942200429,13.18464825,16.47726962,3.38,4.013582282,76G-FAM001348,Thaumi_prot_LH_FAM000584,Y,N,,,,,,,,,,,,70.61632842,0.359048755,-0.109863935,0.912517285
NMAR_RS07865,Nmar_1469,6-carboxytetrahydropterin synthase,-0.2,0.471407337,23.42397832,37.75835263,4.47,5.213132736,76G-FAM002320,Thaumi_prot_LH_FAM000583,N,N,,,,,,,,,,,,456.0675926,0.195550322,-1.021917482,0.306819957
NMAR_RS07870,Nmar_1470,hypothetical protein,0.05,0.887710208,10.53251555,13.90180541,3.34,3.751116154,76G-FAM008940,Thaumi_prot_LH_FAM002124,N,Y,,,,,,,,,,,,133.6471404,0.220165967,0.229754495,0.818282546
NMAR_RS07875,Nmar_1471,hypothetical protein,0.58,0.000542315,197.5901583,183.1548032,7.6,7.496051038,76G-FAM008941,Thaumi_prot_LH_FAM006622,N,Y,,,,,,,,,,,,1395.088499,0.146981424,3.943009488,8.05E-05
NMAR_RS07880,Nmar_1472,HEAT repeat domain-containing protein,0.54,0.00073512,37.63750363,36.47916224,5.2,5.172951449,76G-FAM028497,Thaumi_prot_LH_FAM006623,N,Y,,,,,,,,,,,,1700.749625,0.140905224,3.858035029,0.000114302
NMAR_RS07885,Nmar_1473,DNA cytosine methyltransferase,-1.84,0.000181877,1.858124576,9.628364854,0.29,3.239836249,76G-FAM028498,Thaumi_prot_LH_FAM006624,N,Y,,,,,,,,,,,,107.9777356,0.433955697,-4.231666125,2.32E-05
NMAR_RS07890,Nmar_1474,hypothetical protein,-1.67,0.009664004,1.771157001,6.454129357,#NUM!,2.643936285,76G-FAM028499,Thaumi_prot_LH_FAM006625,N,Y,,,,,,,,,,,,61.53266735,0.546265561,-3.062829234,0.002192551
NMAR_RS07895,Nmar_1475,hypothetical protein,-1.08,0.000193995,2.382871545,7.006758057,1.13,2.776485897,76G-FAM028500,Thaumi_prot_LH_FAM006626,N,Y,,,,,,,,,,,,158.6612712,0.255397659,-4.211806085,2.53E-05
